userID	u_gender
1018	1
1019	0
1020	1
1021	1
1022	0
1024	1
1025	1
1026	1
1027	0
1028	1
1029	0
1031	1
1035	1
1036	1
1037	0
1038	1
1039	1
1040	1
1041	0
1042	1
1044	0
1046	0
1047	1
1049	1
1050	1
1051	1
1054	0
1055	0
1056	1
1057	1
1058	0
1059	1
1060	0
1061	1
1062	1
1063	0
1064	0
1065	1
1066	0
1067	1
1069	0
1070	1
1071	1
1073	0
1074	1
1075	1
1076	0
1079	0
1080	1
1081	0
1082	1
1083	1
1084	0
1085	1
1086	1
1087	1
1088	1
1089	1
1090	0
1091	1
1092	1
1093	0
1094	1
1095	0
1096	0
1097	1
1098	0
1099	0
1101	1
1102	0
1103	1
1104	1
1105	0
1108	0
1109	1
1110	1
1111	1
1112	1
1113	1
1115	0
1116	0
1117	1
1118	0
1119	1
1120	1
1123	1
1125	1
1128	1
1129	1
1130	1
1132	0
1133	0
1134	1
1135	0
1136	1
1137	1
1140	1
1141	1
1142	0
1144	0
1145	0
1146	1
1147	1
1148	0
1149	1
1150	1
1151	1
1152	1
1153	1
1154	1
1155	0
1156	1
1158	0
1159	1
1160	0
1161	1
1167	0
1168	1
1169	1
1170	0
1171	1
1172	1
1173	1
1176	1
1177	1
1178	0
1179	1
1181	1
1182	0
1184	1
1186	1
1187	1
1188	1
1189	0
1191	1
1192	1
1193	0
1194	1
1195	1
1196	1
1197	0
1198	1
1199	1
1200	1
1201	1
1202	1
1203	1
1204	1
1205	1
1206	1
1207	1
1208	1
1209	0
1210	1
1211	0
1212	1
1213	1
1214	1
1215	1
1216	1
1217	0
1218	1
1220	0
1221	0
1222	1
1223	1
1224	0
1225	1
1228	1
1229	1
1230	1
1233	1
1234	0
1235	1
1236	0
1237	1
1238	1
1239	0
1241	0
1242	1
1244	0
1245	0
1247	1
1248	0
1249	0
1250	1
1251	0
1252	1
1254	1
1255	1
1256	0
1257	1
1258	1
1259	1
1260	0
1261	1
1262	1
1263	1
1264	1
1265	0
1266	1
1267	0
1268	1
1269	0
1270	1
1272	1
1273	1
1274	0
1275	0
1277	1
1279	0
1280	1
1283	0
1286	0
1287	1
1288	1
1290	1
1292	1
1293	0
1294	0
1296	1
1297	1
1298	0
1299	1
1300	1
1301	0
1302	1
1303	1
1304	0
1305	0
1306	1
1307	1
1308	1
1309	1
1310	0
1311	1
1312	0
1313	0
1314	1
1315	1
1316	0
1318	0
1320	0
1321	1
1322	1
1324	1
1325	1
1326	1
1327	1
1328	0
1329	1
1330	1
1332	1
1333	0
1334	1
1335	0
1336	0
1337	1
1338	1
1339	1
1340	0
1341	0
1342	1
1343	1
1345	0
1346	1
1347	1
1348	0
1349	0
1350	0
1351	1
1352	1
1353	1
1354	1
1355	0
1356	0
1357	1
1358	1
1359	1
1360	1
1361	1
1362	1
1363	1
1364	1
1365	0
1366	1
1367	1
1368	1
1369	1
1371	0
1372	1
1373	1
1374	0
1375	0
1376	1
1378	0
1379	1
1380	0
1381	1
1382	1
1383	1
1384	1
1385	0
1386	0
1387	1
1389	1
1390	1
1391	1
1393	1
1394	1
1399	1
1401	1
1403	1
1404	1
1405	1
1407	1
1408	0
1409	1
1410	1
1411	1
1412	1
1415	1
1416	1
1419	1
1420	1
1421	1
1424	1
1425	1
1426	0
1427	0
1428	0
1429	1
1431	1
1432	1
1433	1
1434	1
1435	0
1436	1
1437	0
1438	1
1439	0
1440	1
1441	0
1443	0
1445	1
1446	1
1447	1
1449	1
1450	0
1452	1
1454	1
1455	1
1456	1
1459	0
1460	0
1461	1
1462	0
1463	1
1465	0
1466	0
1468	0
1469	1
1471	1
1472	1
1473	1
1474	0
1475	0
1476	1
1477	1
1478	1
1479	1
1481	1
1482	0
1485	0
1486	1
1488	1
1491	0
1492	1
1493	0
1494	1
1495	1
1496	1
1499	1
1500	1
1501	1
1502	0
1504	1
1505	1
1506	1
1509	0
1510	1
1511	0
1512	0
1513	0
1514	1
1515	1
1516	1
1517	1
1518	1
1519	1
1520	0
1522	1
1523	1
1524	1
1525	1
1526	1
1527	1
1528	1
1529	1
1530	1
1531	1
1532	1
1533	1
1535	1
1537	1
1538	1
1539	1
1540	0
1541	1
1542	0
1543	1
1545	0
1546	1
1547	1
1548	0
1549	1
1550	1
1551	0
1552	1
1553	0
1555	1
1556	1
1558	1
1559	1
1560	0
1561	1
1562	0
1563	1
1564	1
1567	1
1568	1
1569	1
1571	0
1573	1
1574	1
1575	1
1577	0
1578	1
1579	1
1580	1
1581	1
1582	1
1585	0
1586	1
1587	1
1588	0
1589	1
1591	1
1592	1
1593	0
1595	1
1596	1
1597	0
1598	1
1600	1
1601	1
1602	0
1604	1
1605	1
1606	0
1607	1
1609	1
1610	1
1611	1
1612	1
1613	1
1614	0
1615	0
1617	1
1619	1
1620	0
1622	0
1624	1
1625	0
1626	0
1627	0
1628	1
1629	0
1630	1
1632	0
1633	1
1634	1
1636	0
1637	0
1638	1
1639	0
1641	1
1642	0
1643	1
1645	0
1646	1
1648	1
1649	1
1650	1
1651	0
1652	1
1654	1
1656	1
1657	0
1658	0
1659	0
1660	1
1662	1
1663	1
1664	1
1665	0
1666	0
1667	1
1669	1
1672	1
1674	1
1676	1
1677	1
1678	1
1679	0
1683	1
1685	1
1686	1
1688	0
1689	0
1690	0
1691	1
1692	1
1693	0
1694	1
1695	1
1700	1
1701	1
1702	1
1705	1
1706	1
1708	1
1709	1
1711	1
1712	1
1713	1
1714	1
1715	1
1716	1
1717	1
1718	1
1719	0
1720	1
1722	1
1723	0
1724	1
1725	1
1726	0
1727	1
1728	1
1729	1
1730	0
1732	1
1733	1
1734	1
1735	0
1737	1
1739	1
1740	1
1742	1
1743	1
1744	1
1745	1
1746	0
1747	1
1749	1
1750	0
1751	1
1752	1
1753	1
1754	0
1755	1
1756	0
1757	1
1758	0
1759	1
1760	1
1761	1
1762	0
1763	1
1764	1
1765	1
1766	1
1767	1
1768	1
1769	0
1770	1
1771	1
1772	0
1773	1
1774	1
1775	1
1776	1
1777	1
1778	1
1779	1
1780	1
1781	1
1782	1
1783	0
1785	1
1787	1
1789	1
1790	1
1793	1
1794	1
1795	1
1797	1
1798	1
1799	1
1801	1
1802	1
1803	1
1804	1
1805	0
1806	1
1809	1
1810	1
1813	1
1814	1
1815	1
1816	0
1817	0
1820	1
1821	1
1823	1
1825	0
1827	0
1828	1
1830	0
1831	0
1832	1
1833	1
1834	0
1835	1
1836	1
1837	0
1838	1
1839	1
1840	1
1842	1
1843	1
1844	0
1845	1
1847	0
1848	1
1849	0
1852	1
1853	1
1854	0
1855	0
1856	1
1857	1
1858	0
1860	0
1861	1
1862	1
1865	1
1867	1
1868	1
1869	1
1870	1
1871	1
1872	1
1873	1
1874	1
1875	1
1878	1
1879	1
1880	1
1881	1
1882	1
1883	1
1885	0
1886	1
1887	0
1888	0
1889	1
1890	1
1891	0
1892	1
1893	1
1894	1
1896	1
1897	1
1898	1
1899	0
1902	1
1903	0
1904	1
1906	1
1907	0
1908	1
1909	0
1910	0
1913	1
1914	1
1915	1
1916	0
1917	0
1918	1
1919	1
1920	0
1921	1
1922	1
1923	1
1924	1
1925	1
1926	1
1927	1
1929	1
1931	1
1932	0
1933	1
1934	1
1935	0
1936	1
1937	1
1938	1
1939	1
1940	0
1942	1
1943	1
1944	1
1945	0
1946	0
1947	1
1948	0
1949	0
1950	1
1951	1
1953	0
1954	1
1955	1
1957	0
1958	1
1959	1
1960	1
1961	0
1963	0
1964	1
1965	1
1966	0
1967	1
1968	1
1969	0
1970	1
1971	1
1972	1
1973	1
1978	1
1979	1
1980	0
1981	1
1982	1
1983	1
1986	1
1987	1
1988	0
1989	1
1990	1
1991	0
1994	1
1995	1
1996	0
1997	1
1998	1
1999	1
2001	0
2002	1
2003	1
2005	1
2006	1
2008	1
2009	0
2010	1
2011	1
2013	1
2014	1
2015	0
2016	1
2017	1
2018	1
2019	0
2021	1
2022	0
2023	1
2024	1
2025	0
2026	1
2027	1
2028	0
2030	1
2031	0
2032	1
2033	1
2034	1
2035	1
2036	1
2037	1
2038	0
2039	1
2040	0
2041	1
2042	1
2043	1
2044	1
2045	1
2046	1
2047	0
2048	1
2049	0
2050	1
2051	1
2052	1
2053	1
2054	1
2056	1
2057	1
2058	1
2060	0
2061	1
2062	1
2063	0
2064	1
2065	1
2066	1
2067	1
2068	1
2070	1
2071	0
2072	0
2073	1
2074	1
2075	1
2076	0
2077	1
2078	1
2079	1
2080	1
2082	1
2083	1
2085	1
2086	1
2087	1
2089	1
2090	0
2091	1
2092	1
2093	0
2096	1
2099	1
2100	1
2101	1
2102	1
2103	1
2105	0
2106	0
2107	1
2108	0
2109	1
2112	0
2113	1
2114	1
2115	0
2117	1
2118	1
2119	0
2120	1
2121	1
2122	1
2123	1
2124	1
2125	1
2126	0
2127	1
2128	1
2129	1
2130	0
2131	1
2133	0
2134	0
2136	0
2137	1
2138	1
2139	1
2140	0
2142	1
2143	1
2144	1
2147	1
2148	0
2151	1
2152	1
2153	0
2154	0
2155	1
2156	0
2157	1
2159	1
2160	1
2161	1
2162	1
2163	1
2164	1
2165	0
2167	0
2168	1
2169	1
2170	1
2171	0
2172	1
2173	1
2175	1
2176	1
2177	1
2178	1
2179	1
2180	0
2183	0
2184	1
2187	0
2188	1
2190	1
2192	1
2193	1
2195	1
2196	1
2197	1
2198	0
2199	0
2200	1
2201	1
2202	1
2203	0
2204	0
2205	1
2206	0
2207	1
2208	1
2209	1
2212	1
2214	1
2215	0
2216	0
2217	0
2218	1
2219	1
2220	1
2221	1
2222	0
2223	1
2224	1
2225	1
2226	1
2227	1
2228	1
2229	1
2230	0
2232	0
2233	1
2234	1
2235	1
2236	1
2238	1
2239	1
2241	1
2242	0
2243	1
2244	0
2246	1
2248	1
2249	1
2250	0
2251	1
2252	0
2253	0
2254	1
2256	1
2257	1
2258	1
2260	1
2261	1
2262	0
2263	1
2264	1
2266	1
2267	0
2268	1
2270	0
2271	1
2272	1
2273	0
2274	1
2275	1
2277	1
2278	1
2280	1
2281	1
2282	1
2283	1
2285	1
2287	1
2288	0
2291	1
2292	1
2293	1
2295	1
2297	1
2301	1
2302	1
2303	1
2306	1
2307	0
2308	1
2309	1
2310	0
2311	1
2312	1
2313	1
2314	0
2315	1
2316	1
2317	1
2318	1
2319	1
2320	0
2321	1
2324	1
2326	1
2327	0
2329	1
2330	1
2332	1
2333	0
2334	1
2335	0
2336	0
2337	1
2339	1
2340	1
2341	0
2343	1
2344	0
2345	0
2346	1
2347	1
2349	1
2350	0
2352	0
2353	1
2354	1
2355	0
2356	1
2358	1
2359	1
2361	0
2363	1
2364	1
2365	0
2366	1
2367	0
2368	1
2369	0
2370	0
2371	0
2373	1
2375	0
2376	0
2377	1
2378	1
2379	0
2380	1
2381	1
2382	1
2383	1
2384	1
2386	0
2387	1
2389	1
2390	1
2391	0
2392	1
2393	1
2394	1
2395	1
2396	1
2397	1
2398	1
2400	1
2401	1
2402	1
2403	1
2405	1
2406	1
2407	1
2408	1
2409	1
2410	1
2411	1
2412	0
2413	0
2414	1
2415	1
2416	0
2418	1
2419	1
2420	1
2421	1
2422	1
2423	0
2424	1
2425	1
2426	1
2427	0
2428	1
2429	1
2430	1
2431	1
2433	1
2434	0
2435	1
2436	1
2437	1
2438	1
2439	0
2440	1
2443	1
2444	1
2446	1
2447	1
2448	0
2449	0
2450	1
2451	0
2452	0
2454	1
2455	1
2456	1
2458	0
2459	1
2460	1
2461	1
2462	1
2465	1
2466	0
2467	1
2468	1
2469	1
2470	1
2471	1
2472	1
2473	0
2474	0
2475	1
2477	1
2478	0
2479	0
2480	1
2481	1
2482	1
2483	1
2484	1
2485	1
2486	1
2487	1
2488	1
2490	1
2491	1
2492	1
2496	1
2497	1
2498	1
2499	1
2500	1
2501	1
2502	1
2503	0
2504	1
2505	1
2506	0
2508	1
2509	1
2510	1
2511	1
2512	1
2513	1
2516	0
2518	0
2519	1
2520	0
2521	1
2522	1
2523	1
2524	1
2525	1
2526	1
2529	0
2532	1
2533	1
2534	0
2535	1
2536	1
2537	0
2538	1
2539	1
2540	1
2542	1
2543	1
2545	1
2546	0
2547	1
2548	0
2550	1
2551	1
2552	0
2553	1
2555	1
2556	1
2557	1
2559	1
2560	1
2562	1
2563	0
2564	0
2565	1
2566	1
2567	0
2568	1
2569	1
2570	0
2572	1
2573	1
2575	1
2576	1
2577	1
2578	1
2580	1
2581	1
2583	1
2584	1
2586	1
2587	0
2588	0
2589	1
2590	0
2591	1
2592	1
2594	1
2596	1
2597	1
2598	1
2599	0
2600	0
2602	1
2603	1
2604	1
2605	1
2606	0
2607	1
2609	0
2610	0
2611	1
2612	0
2613	1
2614	0
2615	1
2617	1
2618	1
2619	1
2620	1
2621	1
2622	0
2623	1
2626	1
2628	1
2629	0
2630	0
2631	1
2632	1
2633	0
2634	1
2636	1
2637	1
2638	0
2639	1
2640	1
2641	1
2642	1
2643	0
2646	1
2647	1
2648	1
2650	1
2651	0
2653	0
2654	0
2655	1
2656	1
2657	1
2659	1
2660	1
2661	1
2663	1
2665	1
2667	1
2668	0
2669	1
2670	0
2671	1
2673	1
2674	1
2675	1
2676	1
2677	1
2679	1
2681	1
2682	0
2683	1
2684	1
2685	1
2686	1
2687	1
2688	1
2689	0
2690	1
2691	0
2693	1
2694	1
2695	1
2696	0
2697	1
2698	0
2699	0
2700	0
2701	0
2702	1
2703	1
2704	1
2706	1
2707	1
2708	1
2709	1
2711	1
2712	1
2713	0
2714	0
2715	0
2716	0
2717	1
2719	1
2720	1
2721	0
2722	1
2723	1
2724	1
2725	1
2727	0
2728	1
2732	1
2733	1
2734	1
2736	1
2737	0
2738	1
2739	1
2745	1
2747	1
2748	1
2749	1
2750	0
2751	0
2752	0
2753	0
2754	1
2755	1
2756	1
2758	0
2759	1
2763	1
2764	1
2765	0
2766	1
2768	1
2769	1
2770	1
2771	1
2773	1
2774	1
2775	0
2776	0
2777	1
2778	1
2779	1
2780	0
2781	1
2782	1
2783	1
2784	1
2785	1
2786	0
2787	1
2788	0
2790	1
2792	1
2793	0
2794	0
2795	1
2796	1
2797	1
2798	1
2800	1
2801	1
2802	1
2803	1
2804	1
2805	1
2806	1
2807	0
2808	0
2809	0
2810	1
2811	0
2812	1
2815	1
2816	1
2818	1
2819	1
2821	1
2822	1
2823	0
2824	1
2825	1
2827	1
2828	1
2831	1
2832	0
2833	1
2834	1
2835	1
2836	1
2837	1
2838	0
2839	0
2840	1
2841	1
2842	1
2843	0
2844	1
2846	1
2847	1
2849	1
2850	1
2852	1
2853	0
2854	1
2855	1
2856	1
2857	1
2858	1
2859	1
2860	1
2862	1
2866	1
2867	1
2869	1
2870	1
2871	1
2872	1
2873	1
2876	1
2878	1
2879	1
2880	1
2881	0
2882	1
2883	1
2884	0
2886	0
2887	1
2889	1
2890	0
2892	1
2894	1
2895	0
2896	1
2897	1
2898	1
2899	1
2900	0
2903	0
2904	1
2905	1
2906	0
2909	1
2910	1
2911	1
2912	1
2913	1
2914	1
2917	0
2918	0
2919	1
2920	1
2921	1
2922	1
2924	1
2925	1
2926	0
2927	1
2928	0
2929	0
2930	0
2931	0
2932	0
2933	1
2934	0
2935	1
2936	0
2937	1
2938	0
2939	1
2940	1
2941	1
2944	1
2945	1
2946	1
2947	1
2948	0
2950	1
2951	1
2953	1
2955	1
2956	1
2957	1
2958	1
2959	1
2960	1
2961	1
2962	1
2963	1
2964	1
2966	1
2967	1
2968	1
2970	1
2971	1
2972	1
2973	0
2974	1
2976	1
2977	0
2978	0
2979	1
2981	1
2983	1
2985	1
2986	1
2987	1
2988	1
2991	1
2993	0
2994	1
2995	1
2997	1
2998	1
2999	1
3004	1
3005	1
3006	1
3007	0
3008	0
3009	1
3010	0
3011	1
3012	0
3013	1
3014	0
3015	1
3017	0
3019	1
3020	0
3023	0
3024	1
3026	1
3027	1
3032	1
3033	1
3034	1
3037	1
3038	0
3039	1
3040	1
3041	1
3042	1
3043	1
3044	1
3045	0
3046	0
3047	0
3048	1
3050	1
3051	1
3052	0
3054	1
3055	1
3057	1
3058	1
3059	1
3060	0
3061	1
3062	1
3063	1
3065	1
3066	1
3067	0
3069	0
3070	1
3071	1
3072	1
3073	0
3078	1
3079	1
3080	1
3081	0
3082	1
3083	1
3084	1
3086	0
3087	1
3088	1
3089	1
3090	1
3091	1
3092	1
3093	1
3094	1
3096	1
3097	1
3098	0
3099	1
3100	1
3101	1
3102	1
3103	1
3106	1
3107	1
3108	0
3109	1
3111	1
3112	0
3113	1
3114	1
3116	1
3117	0
3119	1
3120	0
3121	1
3122	1
3123	1
3124	1
3127	0
3128	1
3129	1
3130	0
3131	1
3132	1
3133	1
3134	1
3135	1
3137	1
3138	1
3139	0
3140	1
3142	0
3143	1
3144	1
3145	1
3146	1
3147	1
3148	1
3149	1
3151	0
3152	0
3153	1
3155	0
3156	1
3157	1
3158	1
3159	1
3160	1
3162	1
3163	1
3164	1
3165	1
3166	1
3167	1
3170	1
3171	1
3172	1
3173	1
3174	1
3175	1
3176	1
3177	0
3178	0
3179	1
3181	1
3182	1
3183	1
3185	1
3186	1
3187	1
3188	1
3190	1
3191	1
3192	1
3193	1
3194	1
3195	0
3196	0
3198	1
3199	1
3200	1
3201	0
3202	1
3203	0
3204	1
3205	1
3206	1
3207	1
3208	1
3209	1
3210	0
3212	1
3213	1
3215	1
3216	1
3217	1
3218	1
3219	0
3223	1
3224	1
3225	0
3226	1
3228	1
3232	0
3233	0
3234	1
3235	1
3236	0
3237	1
3238	1
3239	1
3240	1
3241	1
3244	1
3245	1
3246	1
3247	0
3249	1
3250	1
3251	1
3252	1
3254	0
3255	1
3256	0
3258	1
3259	1
3260	1
3261	0
3262	1
3264	1
3266	1
3267	1
3268	1
3271	1
3273	1
3274	0
3275	0
3276	1
3278	1
3280	1
3283	1
3284	0
3285	1
3286	1
3291	1
3292	1
3293	0
3294	1
3295	1
3296	1
3297	1
3299	1
3300	1
3301	1
3302	1
3304	0
3306	1
3307	1
3310	1
3311	1
3312	1
3313	0
3314	1
3315	1
3317	0
3318	1
3319	1
3320	1
3321	1
3322	1
3323	0
3324	1
3325	1
3326	0
3327	1
3328	0
3329	1
3330	0
3331	1
3332	1
3333	1
3334	1
3335	0
3336	1
3337	1
3338	0
3339	0
3340	1
3341	1
3342	1
3343	0
3344	0
3345	0
3346	1
3347	0
3348	1
3349	1
3350	1
3351	1
3352	1
3353	1
3354	1
3355	1
3357	1
3358	0
3359	1
3360	1
3361	1
3362	1
3363	1
3364	1
3365	0
3367	1
3368	1
3369	0
3370	1
3371	0
3372	0
3373	1
3374	1
3376	1
3379	1
3380	1
3381	1
3383	0
3384	0
3385	0
3386	1
3387	1
3388	1
3389	1
3390	0
3392	1
3393	0
3394	1
3395	1
3397	1
3398	1
3399	1
3400	1
3403	1
3404	1
3405	1
3406	1
3407	0
3408	1
3409	1
3410	1
3411	1
3412	1
3413	1
3414	1
3415	0
3417	0
3420	1
3421	1
3422	1
3423	1
3424	1
3427	0
3428	1
3429	1
3430	1
3432	1
3433	1
3435	0
3436	1
3437	1
3438	1
3439	1
3440	0
3441	1
3442	1
3443	0
3446	1
3447	0
3448	1
3449	0
3450	1
3451	1
3453	1
3454	1
3456	1
3457	1
3458	0
3459	0
3463	1
3464	1
3465	1
3466	1
3468	1
3469	0
3470	1
3471	0
3472	0
3473	0
3474	0
3475	1
3476	0
3477	1
3478	1
3479	0
3480	1
3481	0
3483	1
3484	1
3485	1
3486	0
3487	1
3489	1
3490	0
3491	0
3492	1
3493	1
3495	0
3496	1
3497	0
3498	0
3499	1
3500	1
3501	1
3505	1
3506	0
3508	1
3509	0
3511	1
3512	1
3513	1
3514	1
3515	0
3516	0
3517	1
3518	1
3520	1
3521	1
3522	1
3523	1
3525	1
3526	1
3527	1
3528	0
3530	1
3531	1
3532	1
3533	0
3534	1
3535	1
3536	1
3537	0
3538	1
3540	1
3542	1
3543	1
3544	1
3545	0
3546	0
3549	1
3550	1
3551	1
3552	1
3553	1
3554	0
3556	1
3557	1
3558	0
3559	1
3560	1
3561	1
3562	1
3565	1
3566	1
3567	0
3569	1
3571	1
3572	1
3573	1
3574	1
3575	1
3576	1
3577	0
3580	1
3582	0
3583	1
3584	1
3585	1
3586	1
3587	0
3588	0
3589	1
3590	1
3591	1
3592	1
3595	1
3596	1
3597	0
3598	1
3599	1
3600	1
3602	1
3603	1
3605	0
3606	1
3608	1
3612	1
3613	1
3614	0
3615	1
3616	1
3620	1
3621	1
3622	1
3623	1
3624	1
3625	1
3626	1
3627	0
3629	1
3630	1
3631	0
3632	1
3634	1
3635	1
3636	1
3637	1
3638	0
3639	1
3641	0
3642	1
3644	0
3645	1
3646	1
3647	0
3648	0
3649	0
3650	0
3651	1
3652	1
3654	1
3655	0
3656	1
3657	1
3658	1
3659	0
3660	1
3662	1
3664	1
3665	1
3666	1
3667	1
3668	1
3669	1
3670	1
3671	1
3672	0
3674	1
3675	1
3676	1
3677	1
3678	1
3679	1
3680	1
3681	1
3682	1
3683	1
3684	1
3685	1
3686	1
3687	1
3688	0
3689	1
3690	1
3691	0
3692	1
3694	1
3695	1
3696	1
3699	1
3701	1
3703	0
3706	0
3708	0
3709	0
3710	1
3711	0
3712	1
3713	1
3716	1
3717	1
