id	top_0	top_1	top_2	top_3	top_4	top_5	top_6	top_7	top_8	top_9	top_10	top_11	top_12	top_13	top_14	top_15	top_16	top_17	top_18	top_19
170	104	51	244	23	499	128	259	184	67	48	167	831	44	795	124	434	509	0	127	43
171	559	766	321	1195	199	420	633	669	1158	206	1450	661	629	770	203	1253	597	486	585	9
172	1231	1237	236	2232	104	70	0	127	719	499	124	861	2233	209	662	48	1494	213	2577	184
173	124	160	44	195	60	127	528	714	214	150	605	711	1018	209	48	619	125	646	215	86
174	244	51	40	116	105	221	67	390	39	41	38	259	437	10	504	1115	207	509	18	642
175	1176	13	1210	735	727	1038	792	273	772	642	19	183	15	563	1303	742	701	577	399	1600
176	44	124	714	22	611	669	994	62	758	51	1018	128	1241	376	213	48	646	9	246	586
177	612	26	207	596	2	424	22	385	426	37	558	741	682	719	203	2350	10	1046	200	96
178	646	754	643	644	641	840	856	586	96	1724	211	119	678	847	385	1000	619	1003	1095	277
179	524	372	1244	23	669	67	509	2214	167	444	1986	173	533	246	280	1105	305	48	415	1485
180	713	1228	792	587	385	84	1313	642	1308	614	601	1018	139	44	715	1251	116	145	1301	316
181	290	184	221	537	499	51	350	20	1200	259	317	521	793	176	618	657	381	145	1181	13
182	669	321	420	0	128	199	51	246	1158	124	153	174	38	273	23	338	44	9	84	105
183	26	124	390	44	9	64	186	46	123	587	127	205	386	22	113	60	622	609	210	5
184	195	58	132	97	120	151	264	432	605	843	895	319	775	155	130	1145	126	903	93	133
185	50	218	923	733	515	1691	317	26	741	60	33	390	68	531	287	1523	609	45	1150	454
186	280	372	437	435	256	1106	23	1526	306	337	184	219	283	1096	228	1902	365	2438	704	43
187	277	68	104	733	69	936	327	352	184	897	876	311	501	860	788	294	873	237	898	64
188	48	92	68	317	406	132	113	97	85	541	244	51	151	264	237	189	171	259	23	533
189	124	213	127	273	431	600	22	97	9	374	26	486	259	67	64	167	321	1466	217	177
190	822	866	638	1399	788	352	793	810	179	811	2235	2265	668	1135	618	1690	181	2884	508	561
191	48	117	58	125	240	605	843	156	123	514	40	246	1058	110	210	376	217	38	251	891
192	766	420	559	184	206	170	44	629	1283	29	726	1240	174	1231	743	1278	1497	539	0	1001
193	690	521	729	1194	4	104	793	335	290	537	657	179	164	221	1364	50	396	638	866	1165
194	132	60	160	605	619	1018	364	646	51	740	555	896	767	783	283	970	586	558	748	10
195	51	244	48	184	23	68	669	167	524	92	97	3	44	509	280	124	113	134	256	127
196	128	51	244	23	280	48	124	38	246	283	92	184	44	171	259	134	116	67	64	26
197	5	171	97	132	385	195	755	386	514	33	642	104	126	714	50	128	895	277	123	646
198	264	195	117	62	166	58	895	137	48	437	125	319	110	1058	133	123	240	163	146	27
199	880	1691	881	788	937	134	332	733	923	870	104	915	50	875	69	2237	935	38	943	800
200	1194	382	517	184	444	803	116	437	400	417	173	524	828	315	372	305	283	1256	505	412
201	264	910	189	116	126	104	164	58	38	1118	124	900	335	84	575	27	138	290	374	137
202	437	39	704	439	593	27	917	498	518	305	244	1599	383	465	1368	460	38	85	1528	264
203	151	92	264	189	58	171	97	128	90	385	5	319	244	713	528	669	133	843	57	79
204	743	199	321	535	1494	1240	420	170	434	246	960	994	661	104	546	29	2232	338	97	209
205	189	113	60	277	97	64	1005	124	733	104	62	263	512	38	155	1259	202	26	22	555
206	406	68	340	533	97	349	837	86	517	189	519	92	541	993	949	885	831	44	132	1162
207	669	44	244	67	64	97	0	559	321	434	217	790	167	132	1131	210	218	431	945	22
208	352	880	501	788	69	919	908	800	231	881	38	897	876	937	915	454	332	104	870	2237
209	117	120	137	1482	130	849	1665	1202	895	78	163	90	432	62	133	157	2550	1342	1184	1078
210	340	1812	993	1114	1813	1808	533	1810	885	1005	1817	2063	1811	860	949	1162	837	1735	68	532
211	48	244	51	171	711	264	78	124	104	246	127	290	669	195	92	164	255	316	1298	59
212	171	104	134	221	729	690	164	89	1194	113	521	400	5	290	22	396	382	534	335	733
213	499	1200	243	335	221	537	522	788	1150	237	179	4	352	534	1181	831	657	287	561	1157
214	113	64	189	132	124	97	160	127	48	92	528	217	151	22	714	58	104	68	78	277
215	13	183	565	15	399	206	711	171	623	756	84	537	385	1666	1529	723	642	688	1644	1346
216	104	44	189	124	97	48	132	237	38	92	60	127	406	541	531	184	499	3	128	134
217	69	104	501	866	3	876	38	790	873	184	4	541	454	898	516	305	508	327	2215	932
218	104	184	273	68	4	231	790	134	315	541	317	866	305	733	22	406	732	519	64	69
219	499	128	48	38	259	134	831	524	280	97	124	132	67	317	44	189	64	113	509	283
220	1967	264	917	894	921	325	128	255	242	328	910	523	465	1687	259	51	925	226	887	459
221	44	132	189	92	48	127	406	38	541	349	128	831	5	209	62	533	23	860	86	949
222	189	567	895	64	58	738	74	117	808	1091	1256	731	521	590	273	22	33	713	91	146
223	116	5	283	128	381	167	124	171	505	3	38	127	246	189	50	113	176	437	1105	27
224	104	315	43	167	499	280	38	276	2133	457	365	266	505	258	1011	226	357	815	2491	2474
225	124	711	792	139	200	385	127	186	386	587	64	22	205	713	203	44	26	147	198	213
226	104	38	788	352	515	68	263	4	305	350	243	277	273	231	218	732	3	237	541	512
227	237	949	541	533	831	349	517	519	993	837	3	97	544	38	173	132	524	531	178	92
228	949	132	3	517	38	406	541	283	23	531	322	178	305	853	173	429	51	390	39	349
229	124	64	104	128	669	92	5	662	167	41	84	134	420	60	217	3	246	15	184	147
230	273	1115	1158	64	15	1005	600	603	431	1149	128	7	715	994	1111	38	1131	51	277	635
231	104	515	290	221	206	527	815	537	22	177	141	13	797	5	343	51	316	1344	534	1120
232	9	153	726	608	609	1531	417	612	381	26	37	40	420	44	1761	124	25	12	17	113
233	128	51	280	104	48	244	124	38	171	437	26	123	105	39	92	246	64	27	41	151
234	535	1120	994	22	220	29	124	662	170	1344	1651	603	1247	1457	617	539	1987	1520	96	84
235	44	104	26	128	669	22	48	23	113	38	92	244	246	9	273	714	743	662	218	96
236	104	116	113	1181	164	290	48	221	50	60	521	92	335	237	20	134	729	534	132	400
237	105	87	1730	54	111	23	167	1394	1064	1586	2030	1528	1633	51	1628	420	1070	143	244	280
238	104	51	244	167	280	128	246	259	116	1106	381	417	171	283	504	109	38	669	383	529
239	113	209	60	62	662	26	92	748	213	48	528	5	199	210	1018	646	96	277	214	128
240	714	44	209	64	669	246	214	127	51	1018	376	113	1241	434	189	48	259	210	60	136
241	189	97	160	40	116	184	48	155	62	145	151	514	58	217	50	243	4	134	51	647
242	221	104	290	177	335	537	184	381	15	22	20	382	19	797	534	614	7	515	315	89
243	104	189	171	134	124	48	128	92	23	283	127	60	132	38	51	151	40	531	381	167
244	643	748	711	211	22	713	212	97	737	655	205	132	139	1251	864	1578	98	117	136	720
245	13	5	33	207	104	273	45	19	221	547	171	134	335	537	642	26	124	168	44	189
246	128	105	104	669	51	0	280	124	38	428	420	41	153	67	246	92	123	1545	1106	147
247	277	209	38	68	104	714	790	60	213	48	273	62	214	651	541	189	237	512	263	1005
248	104	124	48	38	64	127	92	273	51	23	711	244	68	26	669	280	184	547	27	78
249	406	1712	68	97	237	92	533	499	517	189	349	541	48	837	831	132	44	885	340	860
250	113	64	124	44	189	127	132	210	714	60	217	78	209	58	643	62	186	5	86	669
251	97	62	160	60	155	195	58	151	117	92	44	264	255	78	64	259	120	541	124	93
252	167	23	305	38	280	128	524	3	505	500	2180	219	109	383	43	1106	266	259	453	48
253	1005	964	1119	1130	294	1131	1004	1115	1114	974	1121	594	714	44	603	1126	868	1149	124	743
254	26	22	78	711	151	643	117	186	587	205	713	5	213	432	104	775	218	195	528	669
255	78	90	150	62	1475	151	195	210	255	93	120	113	209	208	714	216	58	217	44	1154
256	132	171	62	432	160	124	64	788	68	44	244	317	116	167	155	58	86	259	40	184
257	280	171	167	437	244	51	92	113	59	27	195	123	124	58	895	259	38	39	148	67
258	184	23	280	38	256	529	1106	524	509	317	151	383	381	97	68	945	283	171	922	515
259	160	619	60	1674	146	78	528	843	133	155	130	120	107	319	119	72	1202	564	849	630
260	244	128	48	259	264	124	246	132	336	189	23	123	195	117	255	62	437	40	324	148
261	619	119	60	762	591	1133	564	1000	189	783	758	160	1209	113	555	630	97	840	86	277
262	64	124	26	171	127	283	184	382	48	19	51	62	50	160	151	4	33	206	264	92
263	424	558	205	586	644	210	641	1308	171	1604	207	625	97	62	678	1298	857	116	1230	528
264	45	381	134	608	585	40	321	44	46	648	116	417	719	632	612	661	1454	82	26	708
265	420	9	766	381	22	51	128	153	38	64	531	116	669	174	661	50	40	246	206	84
266	128	437	104	171	417	116	151	27	39	134	113	283	264	40	189	1106	259	504	59	383
267	690	729	171	1256	400	880	27	521	1364	1324	566	571	703	1408	1685	69	1333	1360	104	113
268	104	38	184	3	128	68	524	51	831	317	167	48	790	134	23	244	509	280	263	259
269	48	420	23	321	113	1158	153	97	134	167	766	597	1466	3	136	22	629	244	770	716
270	189	5	22	50	390	10	4	116	331	48	151	9	535	19	335	558	609	537	218	8
271	124	273	44	62	189	790	669	243	195	22	69	264	125	244	58	4	936	350	866	57
272	113	127	151	116	86	68	22	148	406	514	186	78	541	738	128	26	10	133	647	531
273	38	134	128	305	3	352	23	64	790	315	246	127	0	733	22	26	372	244	541	113
274	41	127	385	792	1308	44	92	198	669	424	386	19	213	625	48	1228	392	139	755	714
275	1158	321	44	209	124	84	669	213	128	92	0	127	64	420	51	431	97	1115	9	26
276	104	48	124	437	167	51	264	132	221	244	27	40	23	92	151	381	38	164	44	60
277	1812	1735	1818	974	1736	1813	1734	2386	1005	1817	1119	1819	2976	3007	1679	2298	3006	1816	2389	2839
278	78	136	210	669	139	57	199	123	151	127	90	48	428	1545	215	711	156	385	719	92
279	170	206	199	177	559	631	723	797	183	1529	600	420	175	321	1517	756	174	116	865	22
280	184	266	167	372	280	524	1488	499	831	306	284	535	383	509	317	417	2483	258	275	529
281	264	911	151	62	120	195	92	48	128	255	97	895	1118	74	137	240	146	905	432	433
282	132	113	189	97	62	160	38	432	151	64	128	195	124	133	538	126	202	155	104	27
283	64	273	26	643	127	864	740	641	603	717	512	586	840	1133	202	733	619	754	605	1341
284	51	1023	486	244	128	669	104	2011	559	167	1064	259	428	23	366	383	529	1272	54	177
285	128	51	280	167	23	134	92	437	38	113	189	151	259	283	184	3	499	68	97	164
286	38	305	435	372	51	246	454	317	500	315	68	259	505	109	669	263	258	1927	504	124
287	64	97	60	151	160	48	58	117	150	209	26	587	669	205	90	166	605	1018	711	155
288	209	44	246	714	127	743	1466	546	48	210	64	259	611	244	67	336	104	92	664	994
289	280	221	134	283	244	164	382	48	264	38	246	381	504	184	189	417	89	305	290	151
290	428	115	417	42	547	82	693	12	1586	14	865	723	142	1531	1106	2041	128	123	1049	392
291	132	64	113	51	62	743	60	26	217	209	128	714	244	184	48	127	22	662	38	23
292	509	1115	67	244	84	374	383	283	372	48	0	1158	529	92	504	259	669	1118	524	15
293	315	515	104	350	116	221	527	275	357	176	1289	342	141	815	244	51	260	20	1120	269
294	104	69	919	317	541	873	897	48	3	454	733	877	931	127	338	124	1168	311	1162	268
295	603	294	44	64	273	22	124	277	263	1126	1114	104	26	600	662	1119	97	1115	132	189
296	40	246	259	381	515	22	64	189	50	171	38	535	97	766	177	0	531	290	420	243
297	44	531	831	517	189	50	64	97	68	124	15	22	40	60	406	949	26	4	14	132
298	246	23	134	38	766	3	420	315	128	167	48	321	559	68	524	67	259	256	499	661
299	64	44	669	199	139	78	755	26	92	57	5	587	386	203	719	216	9	205	23	123
300	189	134	20	350	1200	259	534	151	64	316	499	521	176	657	179	733	1181	264	231	273
301	647	738	537	793	104	909	179	521	1088	163	515	343	843	316	48	164	89	687	746	319
302	280	184	315	134	167	246	164	221	259	67	504	128	382	437	505	275	3	171	515	357
303	1450	1240	2300	1283	1446	2712	2347	1534	1581	1449	3287	2231	985	2701	1451	1253	1453	1491	1608	1158
304	1808	1179	1813	1734	1899	1732	1735	1815	2376	1149	1141	1005	760	1505	1741	1178	1570	1736	2352	294
305	499	541	92	113	290	97	127	831	3	1181	116	349	480	184	124	545	85	352	1200	531
306	321	661	1240	338	1253	766	718	1283	9	1450	1231	1195	960	121	236	1449	47	136	170	726
307	124	22	189	206	84	132	92	213	210	642	184	183	381	78	175	486	0	38	264	515
308	132	124	44	64	78	264	23	60	195	58	68	432	123	209	90	376	150	255	434	145
309	40	4	729	381	104	32	34	566	437	1256	639	396	116	606	164	731	30	283	900	1324
310	124	132	60	97	189	48	104	92	68	237	128	160	26	62	58	5	406	171	40	78
311	23	104	420	669	105	124	48	661	766	153	134	321	246	280	47	127	434	381	26	64
