id	top_0	top_1	top_2	top_3	top_4	top_5	top_6	top_7	top_8	top_9	top_10	top_11	top_12	top_13	top_14	top_15	top_16	top_17	top_18	top_19
110	280	437	51	23	1528	134	104	417	504	116	156	381	27	39	221	109	505	67	151	238
111	9	1126	1158	1253	1283	321	44	632	420	726	629	998	611	46	1540	1195	964	585	661	662
112	949	349	533	387	837	517	532	60	1162	831	885	697	999	293	92	1887	202	1678	2056	3
113	10	37	609	34	50	25	32	1045	35	1076	16	389	741	44	1531	2183	1020	923	1086	2223
114	237	406	97	349	837	541	1162	132	885	92	44	532	189	544	60	831	64	1005	387	1813
115	68	104	277	541	38	273	64	113	406	132	4	733	860	60	936	97	124	327	92	317
116	44	754	124	641	214	26	217	840	1259	1004	211	737	1119	783	1722	1037	655	237	294	676
117	127	60	78	217	385	186	171	264	669	23	587	205	434	246	646	40	128	51	586	1109
118	923	32	25	389	1314	1086	16	8	1020	207	1045	2183	1035	134	46	1523	104	632	608	788
119	51	669	246	559	321	1158	420	97	84	184	336	213	92	743	64	38	217	662	766	206
120	990	754	714	97	44	758	217	98	155	189	124	591	555	113	641	1259	748	702	605	86
121	113	132	97	62	160	78	92	117	58	210	432	155	264	528	214	186	711	148	843	125
122	273	1558	501	799	1387	199	861	1233	1649	1251	213	38	565	790	829	135	385	755	1557	54
123	104	167	280	128	51	305	246	244	134	38	417	383	372	1528	48	1106	256	504	444	3
124	669	434	97	124	48	44	127	92	246	209	714	546	51	213	23	128	62	743	259	559
125	134	417	420	104	109	381	153	505	174	23	321	382	723	26	9	1522	726	1488	51	1106
126	97	113	406	244	44	349	151	58	524	517	3	546	272	519	78	264	67	376	432	885
127	719	585	199	1631	44	64	45	14	726	153	124	420	721	1015	9	655	723	6	22	2
128	78	336	433	151	97	122	195	214	434	222	120	92	264	150	324	348	130	160	127	124
129	1475	714	217	92	160	711	60	748	646	1018	199	195	669	767	86	839	713	208	277	975
130	51	542	67	958	365	258	381	1488	276	945	366	284	504	132	383	1241	2483	48	266	156
131	13	614	273	104	15	184	22	116	177	642	537	1210	815	352	797	221	198	1301	741	527
132	280	85	283	164	92	51	788	171	444	68	273	244	41	1256	465	509	454	406	504	1194
133	189	160	97	58	432	605	843	1145	148	125	68	264	541	64	78	630	349	150	119	137
134	38	4	184	866	273	3	315	68	919	876	512	454	932	877	243	881	869	1135	1691	937
135	22	600	381	535	797	608	10	15	177	7	756	104	168	539	743	424	798	390	994	29
136	104	132	264	27	128	64	69	437	3	68	97	501	85	124	263	417	4	148	512	44
137	246	23	546	48	486	559	184	258	321	97	1456	420	524	256	136	44	132	795	276	611
138	22	217	97	758	1241	15	797	132	1005	19	177	1158	1270	113	990	1018	60	535	192	748
139	321	104	766	559	723	1450	629	1195	1449	1253	726	153	1240	246	134	1278	9	1158	719	1231
140	420	321	246	44	51	559	669	124	23	9	128	766	153	662	0	64	134	174	661	1253
141	51	244	134	23	40	113	64	68	381	315	499	515	317	92	280	189	22	5	50	669
142	48	305	171	4	128	64	23	264	167	280	733	246	51	151	541	124	85	60	435	40
143	113	38	189	48	64	97	60	92	44	134	237	124	4	733	541	184	788	62	127	58
144	184	38	4	273	733	454	243	263	231	866	732	305	332	218	50	800	1135	897	1150	435
145	9	26	22	321	662	14	723	199	134	608	1158	600	770	23	213	611	128	1098	1195	633
146	132	97	264	189	62	124	432	128	166	171	433	319	51	110	528	74	259	79	605	903
147	386	150	895	124	166	528	646	6	62	319	119	133	849	656	719	713	171	132	975	587
148	104	132	68	336	92	434	145	127	167	124	497	317	258	343	831	714	533	194	229	515
149	184	420	273	280	435	116	669	174	499	67	5	321	68	168	259	417	9	661	383	515
150	189	116	733	283	26	97	437	376	531	15	769	109	896	315	164	173	528	369	690	396
151	104	189	515	132	335	116	243	97	290	184	113	22	537	44	909	740	788	331	60	273
152	352	4	1162	932	1157	237	1887	340	522	1150	812	541	508	515	517	231	406	2323	50	1135
153	104	38	134	788	790	305	3	263	218	541	515	732	246	44	350	50	237	64	524	919
154	534	13	89	171	22	40	547	164	657	900	729	335	15	290	396	221	20	175	814	521
155	27	3	396	382	171	1359	481	38	164	639	280	567	435	1366	128	116	39	167	48	1408
156	22	711	755	633	62	669	177	132	113	210	676	75	382	642	587	814	1185	19	1308	51
157	9	321	1158	726	609	153	585	629	1253	723	1195	559	414	766	338	8	1450	1126	45	44
158	184	231	866	305	790	733	800	937	732	908	454	69	1691	350	515	919	435	317	941	932
159	68	38	64	44	406	92	124	134	48	128	531	23	127	533	499	541	831	22	517	97
160	23	174	669	67	104	661	0	766	275	170	1730	1651	259	355	1545	434	9	529	87	26
161	104	132	4	60	3	64	97	134	1712	733	517	160	387	519	44	148	86	352	860	124
162	432	375	86	1162	1118	237	993	58	1172	117	936	38	775	268	788	322	2259	921	146	555
163	420	719	2	723	414	9	134	115	82	174	321	199	585	1531	14	338	23	1847	648	1631
164	1004	600	611	1005	603	615	1119	212	1000	948	1474	758	1110	77	1001	206	646	1126	961	998
165	1118	376	40	221	603	141	538	10	515	167	33	64	5	246	743	1014	740	482	280	600
166	104	1712	68	519	267	92	541	831	480	387	48	544	173	85	237	2058	1244	1613	524	349
167	104	22	64	113	127	132	5	116	97	48	128	184	60	92	171	38	15	244	23	217
168	124	104	97	434	116	244	711	183	175	755	611	661	547	168	174	662	1228	766	559	597
169	124	132	38	434	662	213	237	51	128	277	1158	559	60	338	0	189	218	546	259	664
170	104	51	244	23	184	128	67	259	499	48	167	831	43	44	524	434	0	486	321	420
171	559	766	420	321	199	1195	669	633	770	661	1158	206	1253	170	629	174	597	1450	0	486
172	1231	1237	236	2232	104	0	70	127	662	2233	719	499	124	209	48	2577	861	1542	184	1494
173	160	124	44	195	60	528	127	214	605	714	150	619	843	646	86	48	711	1018	125	215
174	51	244	116	221	40	105	67	437	41	39	382	164	259	642	38	390	174	10	504	207
175	1176	13	1210	727	1038	735	642	273	19	792	183	15	772	1303	701	742	577	399	563	711
176	44	124	22	714	611	669	62	994	213	51	48	246	128	376	23	646	758	664	434	1241
177	26	22	596	612	2	424	207	37	385	741	426	682	558	719	153	203	96	2350	1046	655
178	646	754	643	644	641	840	856	211	586	96	1000	385	119	1003	619	847	748	1724	678	642
179	524	372	23	67	246	669	305	167	1244	509	444	48	259	2214	533	173	317	415	486	1986
180	1228	713	792	642	587	385	1313	84	1308	614	1251	116	145	715	1018	139	1301	601	44	701
181	290	184	221	499	350	51	537	20	521	317	259	1200	176	524	92	4	246	113	381	3
182	420	669	0	321	199	246	124	128	51	273	23	174	153	434	1158	44	38	338	64	127
183	124	26	44	64	9	390	186	113	22	46	127	386	587	385	424	609	60	5	123	19
184	195	132	58	97	120	843	432	264	151	605	155	130	1145	775	895	133	319	64	137	903
185	50	218	733	923	515	26	1691	33	741	531	68	317	60	113	390	45	381	541	287	732
186	280	372	437	435	1526	256	23	306	228	1106	184	337	219	283	1096	43	1902	2438	2180	232
187	104	68	277	733	352	184	936	860	69	327	501	788	876	237	311	897	3	873	64	44
188	48	92	113	132	68	406	97	317	541	85	237	264	244	189	51	151	58	533	242	171
189	124	273	213	22	600	431	127	97	26	9	177	64	486	259	184	321	67	217	374	594
190	822	866	638	1399	788	352	793	179	1135	2265	811	810	668	2235	181	290	508	2848	618	2884
191	48	117	58	125	843	605	240	156	246	123	217	110	514	1058	210	376	40	38	251	891
192	766	420	559	184	170	206	44	174	1283	29	629	726	743	1240	0	652	1278	1001	669	505
193	521	690	4	104	729	164	221	290	657	335	1194	537	396	179	793	866	352	50	534	788
194	132	60	160	619	605	364	740	1018	896	646	51	970	10	783	599	767	555	246	1226	949
195	51	23	184	48	244	68	524	669	167	92	134	3	97	43	44	113	305	509	132	315
196	128	51	23	48	244	280	246	134	124	184	92	38	64	116	67	381	283	259	171	44
197	5	132	97	171	385	386	642	33	755	195	514	104	50	277	646	895	126	714	10	547
198	264	195	117	166	137	62	895	58	125	437	48	319	133	110	240	1058	146	27	59	433
199	880	788	134	1691	104	881	937	733	332	50	923	38	915	69	3	870	875	273	184	2237
200	1194	382	184	524	444	116	437	417	1256	305	400	517	372	315	803	828	283	505	1526	173
201	264	104	164	189	116	126	1118	38	910	58	335	900	124	575	788	84	27	290	790	137
202	437	704	39	27	439	593	498	917	465	305	1368	1256	1528	518	417	264	244	1194	383	85
203	92	264	151	58	189	97	171	90	128	385	843	319	528	133	1145	5	79	244	669	713
204	743	321	420	535	434	170	199	998	1240	546	1494	994	246	960	2232	486	661	104	338	29
205	113	189	97	60	64	277	104	733	124	790	263	1005	512	273	202	22	38	62	155	740
206	406	68	97	92	533	189	340	349	541	86	132	519	837	517	44	949	993	60	124	38
207	669	67	44	434	244	0	64	97	559	321	217	790	167	132	431	22	210	1131	113	945
208	352	788	880	501	69	919	881	937	800	908	104	38	876	790	231	897	332	915	873	3
209	117	130	120	849	1202	1482	137	1665	90	163	78	895	133	1342	1889	2143	1184	148	432	62
210	340	1812	1813	993	1810	1808	1114	1162	1817	533	949	2063	885	860	1811	68	237	837	1005	2158
211	48	711	51	124	244	78	264	171	246	127	104	669	92	290	64	164	195	132	1298	59
212	134	104	171	221	164	113	729	89	690	521	22	400	290	382	5	396	534	335	1194	148
213	499	1200	243	335	788	221	537	237	1150	4	352	534	179	831	522	815	657	862	287	732
214	113	132	64	97	189	124	160	92	48	127	528	217	68	58	22	151	104	714	86	277
215	13	183	565	15	399	711	206	642	385	756	623	1529	1666	688	84	723	171	537	5	1644
216	104	44	132	48	189	124	237	97	92	38	127	60	406	134	184	541	128	531	499	3
217	104	501	69	3	866	38	876	790	873	4	541	184	305	516	508	454	134	2057	898	263
218	104	273	184	68	134	790	4	315	866	231	541	305	317	732	733	406	22	350	237	519
219	128	499	48	134	38	524	259	831	67	280	132	43	317	97	669	113	124	64	509	515
220	1967	242	917	894	921	264	128	255	325	328	465	1687	259	51	523	67	226	48	1273	910
221	44	132	92	48	189	127	38	406	541	128	23	349	831	533	5	50	51	62	22	134
222	189	567	895	64	1256	33	58	521	738	117	590	74	731	22	273	808	1091	274	91	400
223	116	381	128	167	5	283	505	3	171	124	38	246	524	50	113	189	127	164	176	437
224	104	315	43	499	167	276	280	38	2133	457	365	357	258	266	505	1011	226	815	2491	732
225	124	711	385	792	22	200	127	64	386	186	139	587	26	44	198	203	205	273	19	424
226	104	38	788	352	68	515	263	4	305	273	350	243	237	3	524	732	277	541	132	218
227	237	949	541	533	349	519	517	831	993	3	837	97	38	132	524	544	92	531	173	48
228	3	132	949	517	38	406	541	134	23	283	531	322	305	429	184	178	51	43	173	4
229	124	64	104	669	128	420	92	134	246	167	5	662	434	84	41	184	217	174	321	15
230	273	1115	15	1005	1158	64	600	431	1149	603	1111	594	1131	994	635	128	715	7	790	277
231	104	515	290	221	206	527	22	815	177	537	5	13	797	141	51	273	534	168	316	352
232	9	608	153	726	609	1531	612	417	381	420	26	37	40	25	113	124	1761	44	23	596
233	128	51	48	104	280	124	244	246	38	64	92	134	437	171	26	27	39	151	105	123
234	535	1120	994	662	170	22	29	220	617	124	1457	1651	539	603	1247	1987	96	1520	2577	1344
235	44	104	26	128	22	113	669	48	23	246	92	38	273	244	662	743	9	434	714	184
236	104	113	116	164	134	290	48	1181	92	50	221	237	521	335	534	132	60	20	27	729
237	105	420	111	1394	23	87	1730	54	1528	2030	1628	51	1098	1633	167	1064	136	1586	165	143
238	104	51	244	167	246	128	280	259	116	381	1106	109	504	417	524	283	669	383	38	529
239	113	209	62	60	662	26	92	213	748	48	528	434	5	646	211	277	210	214	664	96
240	714	44	209	669	64	246	127	434	214	113	51	136	376	48	1241	1018	210	259	189	1228
241	189	97	160	40	155	184	62	48	116	145	217	58	151	514	134	50	243	4	246	51
242	221	104	290	335	184	177	22	537	15	614	381	534	382	19	20	164	797	7	89	515
243	104	134	189	124	171	48	23	128	92	132	127	38	167	51	60	381	283	40	531	280
244	643	748	711	22	211	737	97	713	212	655	132	205	1251	139	864	741	1578	136	98	720
245	33	5	13	273	207	104	45	19	134	221	547	642	335	171	26	189	168	124	44	537
246	128	104	51	669	420	105	0	124	246	38	280	428	67	41	134	153	92	305	434	127
247	277	209	104	38	68	714	790	48	273	213	62	60	237	189	512	214	541	651	263	128
248	104	48	124	64	92	38	273	127	51	23	68	711	184	669	244	164	280	27	26	168
249	68	406	237	92	97	1712	533	499	48	541	132	517	189	349	64	38	44	127	831	837
250	113	64	124	44	127	189	132	217	714	60	210	62	78	209	58	643	186	669	5	213
251	97	62	60	155	160	92	58	195	117	151	64	44	541	255	264	259	78	188	127	124
252	23	305	524	167	128	38	3	43	280	505	219	500	109	67	266	444	259	383	420	306
253	1005	964	1119	1130	294	594	1115	1131	1004	974	1114	1121	1126	44	1149	714	603	868	124	1000
254	22	711	78	26	151	117	186	587	643	432	213	5	205	528	195	58	385	646	104	713
255	78	62	90	150	1475	195	151	210	113	255	714	120	93	217	216	208	58	209	44	1154
256	132	788	432	62	171	68	64	160	148	237	184	124	244	790	58	116	317	202	167	86
257	280	167	92	171	113	437	51	244	27	59	148	124	195	58	134	38	123	67	39	259
258	23	184	280	38	524	256	529	317	509	68	151	381	1106	97	945	383	326	113	242	283
259	160	619	528	843	130	60	133	155	78	1674	146	107	119	1202	120	72	1145	630	202	90
260	244	128	48	259	264	246	132	124	148	189	23	195	336	164	117	62	432	255	437	123
261	619	762	591	60	119	1000	1133	113	189	783	160	564	97	86	555	630	758	1209	840	740
262	64	124	26	171	127	184	48	382	33	51	283	50	19	23	4	92	244	160	741	62
263	424	558	205	644	586	210	641	171	1308	207	1298	625	1604	62	97	528	857	1230	116	57
264	45	134	608	381	40	321	585	46	44	648	26	116	33	612	632	719	207	37	82	661
265	420	766	9	381	51	22	128	153	174	531	38	246	669	64	116	50	661	40	505	273
266	128	104	437	134	171	116	113	27	417	151	39	264	283	40	259	189	132	1106	504	1256
267	690	729	1256	171	400	27	880	521	566	1324	1364	1685	113	69	571	1408	104	352	703	657
268	104	38	184	3	524	68	128	51	317	134	790	831	48	167	23	244	263	788	515	533
269	48	420	23	113	321	134	97	153	22	766	1158	167	3	273	26	189	50	136	217	770
270	189	22	5	10	50	4	116	390	335	19	331	558	9	48	535	609	148	151	537	92
271	273	124	790	62	44	189	22	669	243	195	58	264	866	350	125	244	67	69	733	4
272	113	127	22	148	151	68	86	116	406	186	541	514	78	738	26	10	128	133	531	1145
273	38	134	3	128	305	352	23	64	790	246	315	127	733	113	22	0	132	26	541	420
274	127	41	385	44	792	92	1308	669	48	198	0	213	19	51	386	1228	424	755	714	113
275	1158	321	44	124	209	213	669	84	0	64	420	127	128	431	92	273	1115	51	26	22
276	104	48	132	167	124	92	437	51	23	164	264	40	27	221	244	38	381	151	44	22
277	1812	1736	974	1818	1734	1735	1813	2386	1819	1679	2976	1119	1817	3007	1005	3006	2389	1816	2839	2671
278	136	78	210	669	199	57	215	139	711	127	428	151	434	48	385	719	123	839	90	1545
279	170	183	206	177	1529	723	420	199	559	797	631	600	756	321	174	1517	175	1120	22	661
280	184	524	266	372	1488	167	499	831	280	306	535	284	258	509	383	365	275	417	55	317
281	264	911	92	151	48	62	120	195	128	255	97	137	74	895	432	1118	433	202	125	146
282	113	132	189	97	160	62	38	64	104	432	128	148	151	124	538	133	202	155	27	195
283	64	273	26	127	643	864	740	512	603	733	586	717	641	202	619	840	1133	754	1341	682
284	51	486	1023	104	244	128	669	2011	559	23	167	259	177	366	428	275	170	383	529	1394
285	128	51	167	23	134	280	92	113	38	184	437	164	259	189	68	151	3	132	64	381
286	305	38	372	435	51	246	317	315	500	454	68	259	669	505	2036	420	109	258	515	790
287	64	97	60	160	151	48	58	150	117	669	209	155	26	90	22	587	166	434	843	605
288	209	246	44	714	127	546	743	64	1466	48	611	210	664	259	67	244	92	214	62	104
289	134	280	164	221	244	382	48	283	246	184	38	381	264	290	89	305	396	189	39	504
290	428	417	547	115	723	82	42	1098	693	111	1106	865	770	45	1531	392	167	321	142	1586
291	132	64	113	51	62	60	217	743	48	128	714	127	209	26	244	184	22	23	92	662
292	509	1115	67	244	84	374	383	372	283	790	524	0	259	1118	273	15	504	529	1158	48
293	104	315	116	515	221	527	350	357	275	176	141	51	1289	342	244	815	260	164	20	335
294	104	69	919	541	317	873	48	897	3	733	454	931	877	338	127	124	519	268	524	533
295	294	603	44	273	64	277	22	1114	1126	124	600	1119	263	26	662	104	1115	97	132	594
296	40	246	22	259	515	381	64	189	50	38	177	766	420	290	171	97	113	0	535	531
297	44	531	831	50	64	68	189	517	97	22	124	132	4	40	15	60	26	949	38	5
298	246	23	134	38	420	3	524	766	128	315	321	67	48	68	167	559	499	259	43	256
299	64	44	199	669	139	78	755	26	92	57	386	587	5	719	215	23	203	216	1475	183
300	189	134	350	20	534	64	499	273	259	521	1200	151	733	176	316	657	732	264	1181	179
301	647	537	104	738	1088	521	909	179	793	515	343	163	843	48	164	316	89	746	237	900
302	280	184	134	164	167	246	67	128	315	221	382	504	437	259	505	275	3	444	357	371
303	1450	1240	1283	2300	2712	1446	1453	1449	3287	2347	2231	1581	136	985	1534	2701	1253	1158	1608	321
304	1808	1813	1734	1899	1179	1732	1815	1735	1005	1149	1736	1505	1141	294	760	2376	1741	1178	635	1570
305	499	92	541	113	290	3	184	97	352	127	116	1181	831	148	866	480	335	85	349	15
306	321	766	1240	661	338	1253	1283	718	1450	9	1195	170	121	236	960	136	1449	1231	47	723
307	124	22	189	132	206	84	642	92	213	184	183	210	381	175	0	78	486	515	547	756
308	132	124	64	78	44	23	264	60	432	58	68	195	434	376	90	209	150	433	255	326
309	4	40	729	381	1256	104	32	34	639	164	437	566	396	30	113	116	606	731	923	283
310	132	97	124	48	60	189	92	104	68	237	160	62	58	128	406	26	5	78	217	22
311	420	23	104	669	321	134	105	766	124	246	153	661	48	47	434	381	127	719	26	64
312	38	499	184	3	831	246	44	134	524	406	51	48	92	97	128	533	321	519	541	669
313	153	414	111	115	766	559	669	693	381	124	338	2041	585	45	718	167	1730	12	246	26
