id	top_0	top_1	top_2	top_3	top_4	top_5	top_6	top_7	top_8	top_9	top_10	top_11	top_12	top_13	top_14	top_15	top_16	top_17	top_18	top_19
62	315	231	317	897	732	1135	800	263	305	445	919	4	516	372	908	3	877	363	68	327
63	113	132	48	97	189	60	4	541	44	788	128	40	406	317	50	124	171	184	837	86
64	92	151	195	895	189	117	128	23	97	123	150	160	669	167	90	713	5	205	27	110
65	4	22	50	237	40	64	44	189	531	92	273	517	3	38	127	15	541	5	134	788
66	420	105	153	199	669	719	0	428	766	23	559	9	770	1545	414	87	565	629	51	723
67	134	420	206	44	321	50	499	9	381	723	124	315	0	51	64	535	177	23	174	661
68	167	51	1106	383	23	453	306	258	246	67	355	259	337	1902	312	491	2180	542	520	1096
69	790	876	897	908	873	454	800	880	898	516	937	877	2215	881	869	368	372	889	445	2237
70	104	38	68	541	237	406	788	48	4	92	64	134	519	733	44	860	132	790	273	69
71	23	167	116	38	113	51	3	27	381	40	437	246	244	92	283	124	68	132	5	44
72	605	86	44	1018	1075	195	647	740	1674	107	1101	843	125	22	1103	737	1209	1000	277	808
73	420	321	766	23	184	67	486	128	170	661	0	134	174	1240	434	945	167	629	48	275
74	34	682	33	1043	35	46	620	632	907	16	2289	608	2193	596	388	40	1025	2283	2284	783
75	48	184	499	23	831	280	315	113	92	132	517	305	97	67	531	372	256	189	505	116
76	352	866	908	501	305	184	800	919	372	897	134	880	881	332	898	515	4	889	915	435
77	134	539	535	412	33	381	723	608	45	400	1311	361	648	645	1520	639	10	50	690	260
78	104	3	48	38	406	68	113	92	128	533	23	134	51	167	541	1712	132	85	97	27
79	40	189	92	167	104	124	10	134	44	33	437	132	264	38	280	381	151	26	4	39
80	559	669	1231	136	44	1092	1237	1158	743	1466	718	206	994	124	51	661	338	1283	213	236
81	48	92	246	322	280	60	155	437	156	64	202	68	137	133	251	905	124	283	86	465
82	237	64	1691	541	113	788	939	359	132	860	531	124	5	189	184	862	935	651	1846	932
83	113	64	97	189	62	22	160	669	78	26	643	210	213	246	128	743	51	277	662	264
84	68	519	406	541	38	517	178	499	831	872	949	1935	524	544	860	1157	1712	545	387	317
85	10	33	25	390	4	8	46	50	1046	612	40	682	32	609	37	9	608	2183	632	2203
86	643	78	60	497	546	62	528	64	1018	1092	160	189	714	119	1226	775	214	767	1041	664
87	104	174	105	246	199	128	559	124	661	22	134	770	67	206	273	15	633	565	244	9
88	104	44	127	124	184	97	64	22	669	68	189	113	5	237	92	51	132	499	84	206
89	104	259	264	132	246	195	244	290	148	113	145	432	128	272	117	97	78	326	343	240
90	766	183	206	199	1298	770	22	104	797	420	392	13	170	756	565	1529	1310	631	865	1120
91	33	60	25	44	1691	64	1846	541	35	1523	939	935	22	26	124	273	632	1076	783	1054
92	132	155	195	762	643	630	64	117	133	646	1018	124	187	564	217	1133	120	205	127	1715
93	1005	1808	1810	1179	1111	974	1130	1811	1114	1812	209	594	868	1000	603	294	1004	1131	431	1570
94	244	104	246	259	171	145	280	184	134	432	60	64	40	44	195	160	127	272	38	326
95	104	167	280	171	124	113	27	381	38	127	26	246	669	420	283	189	547	264	1528	156
96	1450	665	1240	1448	766	1253	1454	960	1491	1511	1503	1158	111	174	2040	199	1619	2041	718	1582
97	104	124	22	113	189	44	127	5	92	97	171	15	273	26	84	132	116	51	38	60
98	104	499	531	524	519	173	1105	949	178	349	544	885	1157	2091	134	429	1613	40	317	4
99	113	189	97	132	78	62	195	264	151	117	210	432	217	643	171	148	90	605	166	22
100	195	60	117	605	78	843	133	150	124	92	148	630	163	264	186	895	146	432	205	130
101	104	38	273	788	50	766	231	541	790	669	1348	44	246	524	64	454	908	732	263	69
102	60	58	202	432	264	843	64	126	137	564	48	319	762	44	188	1184	1145	124	90	187
103	788	38	876	919	873	908	454	800	69	305	516	3	445	866	315	68	508	372	732	891
104	97	127	113	78	62	210	643	217	209	546	434	136	199	92	664	211	160	60	189	711
105	417	420	381	414	174	369	9	723	26	729	1106	171	1256	5	221	437	45	803	22	238
106	559	136	199	338	1237	121	1253	629	434	1675	1963	560	1847	839	1283	486	766	960	1730	159
107	499	237	97	831	44	189	64	531	132	124	949	349	22	127	92	5	84	885	60	1005
108	22	608	5	596	612	206	558	46	726	19	207	719	642	37	585	682	426	96	2	424
109	97	48	92	132	885	1712	406	533	255	317	340	949	837	38	128	246	524	189	432	62
110	280	51	437	23	1528	134	104	504	116	156	417	39	109	27	381	67	221	505	151	529
111	9	1158	1126	1253	1283	321	44	632	726	629	420	46	964	1195	1540	998	611	661	585	649
112	949	349	533	837	517	387	532	60	885	1162	831	999	92	293	202	697	1887	1678	2279	2056
113	37	10	609	34	50	32	25	35	1045	389	16	1076	741	1531	1020	44	2223	2183	1086	22
114	237	406	97	837	349	541	885	132	1162	92	44	544	189	532	1005	831	60	64	1813	387
115	104	277	68	541	38	273	64	113	406	132	860	733	60	4	936	327	97	124	317	92
116	44	754	124	641	214	26	840	217	1259	737	1004	211	1119	1037	237	1722	783	205	1474	676
117	127	60	78	385	171	186	264	217	669	23	587	205	40	246	117	434	586	51	156	128
118	923	32	389	25	1020	1314	1086	16	8	46	1035	1523	2183	632	207	134	1045	35	104	788
119	51	669	246	321	559	1158	420	97	84	336	213	743	184	92	38	206	64	662	766	1115
120	990	754	714	44	97	98	758	555	189	641	155	217	591	1259	124	113	748	605	702	86
121	113	97	132	62	160	78	117	92	58	432	210	264	186	155	214	125	528	120	605	843
122	273	1558	799	501	199	1387	861	1649	1233	829	213	1251	38	565	385	790	135	215	54	755
123	167	51	104	280	128	305	244	246	383	134	38	1106	417	48	372	1528	504	259	435	256
124	669	48	97	434	44	127	92	124	246	209	546	714	51	213	23	128	62	743	259	38
125	134	420	417	109	104	381	153	505	23	382	174	321	726	1106	9	26	723	51	1522	2
126	113	97	406	44	244	349	58	151	517	524	546	3	78	264	272	519	376	432	67	885
127	719	199	585	1631	44	64	45	1015	726	721	420	14	153	124	851	723	76	655	22	2
128	78	433	336	151	97	122	195	120	214	264	222	434	92	150	160	348	324	127	1919	130
129	1475	714	217	92	160	711	60	199	748	1018	195	669	646	713	767	86	839	208	975	119
130	51	542	67	958	365	258	1488	276	381	366	284	504	945	2483	383	266	48	156	132	491
131	614	13	104	273	184	15	22	116	177	642	537	1210	815	797	1301	352	1176	221	198	741
132	280	85	283	51	92	171	788	164	273	41	244	444	504	1256	509	68	454	465	1194	908
133	189	160	97	58	432	605	125	843	148	264	1145	68	541	78	64	119	630	349	860	1674
134	38	4	184	866	273	315	3	919	876	68	512	454	877	881	243	932	1691	869	898	1135
135	22	600	381	797	535	7	608	10	177	104	756	743	15	168	994	798	390	539	662	29
136	104	264	132	27	128	69	64	437	3	68	97	501	263	85	512	124	417	148	908	44
137	246	23	546	48	486	559	184	258	97	321	420	1456	524	44	136	795	256	743	132	276
138	22	217	758	97	1241	15	1005	132	797	19	1158	1270	192	177	990	113	1018	60	669	748
139	321	104	766	559	723	629	1450	1449	1195	726	1253	1240	1278	246	153	1158	134	9	719	1231
140	420	321	246	51	44	669	559	23	124	9	662	766	128	153	0	64	134	661	174	1158
141	51	244	23	134	40	113	315	64	499	381	317	68	189	515	22	5	280	92	669	50
142	48	171	305	4	128	23	64	264	167	733	280	51	246	541	435	60	151	40	124	919
143	113	38	189	48	60	64	97	92	44	237	134	733	541	4	124	184	62	127	788	58
144	184	38	4	273	733	454	231	243	866	263	332	732	218	305	50	800	1150	435	287	1135
145	9	26	22	321	662	199	723	14	1158	600	134	23	128	608	1195	213	633	770	411	1098
146	132	97	264	189	62	432	124	171	128	166	433	51	110	319	74	259	528	669	605	903
147	386	166	895	150	124	528	646	119	62	6	849	133	656	713	171	319	975	719	120	641
148	104	132	68	336	92	167	145	127	434	124	497	317	343	258	831	533	714	194	229	5
149	184	420	273	435	280	669	116	174	499	5	67	321	168	9	259	383	661	68	417	171
150	189	116	733	283	97	26	376	437	531	769	109	369	896	15	690	173	418	315	808	86
151	104	189	335	132	515	116	290	97	243	184	22	113	44	537	331	171	60	273	788	740
152	352	4	1162	1887	1157	237	522	932	340	1150	812	517	541	50	406	231	2323	515	508	40
153	104	38	134	788	790	3	305	541	263	218	515	919	876	350	69	44	246	237	50	732
154	534	171	22	13	40	89	729	335	290	547	900	657	164	15	396	175	138	221	5	521
155	27	3	171	382	396	1359	481	567	38	639	164	1366	435	116	280	128	167	39	1106	48
156	22	711	755	633	62	669	113	177	75	382	676	210	132	814	587	642	51	769	19	1185
157	9	321	1158	726	609	629	585	1253	153	1195	559	723	414	8	766	338	1450	649	45	1126
158	184	231	866	733	305	790	69	800	908	937	1691	454	919	732	350	515	435	941	876	317
159	38	68	64	44	406	92	124	48	134	128	531	23	127	533	541	22	499	517	831	97
160	23	174	669	67	661	104	766	0	275	1651	1730	170	259	355	1545	9	434	87	795	411
161	104	132	4	60	3	97	64	134	517	1712	733	160	44	69	519	86	860	531	128	195
162	432	375	86	993	1118	1162	237	117	775	58	268	936	38	1172	322	2259	555	921	788	146
163	420	719	2	723	414	9	115	199	134	82	321	174	1531	585	1847	679	338	23	14	1761
164	600	1004	1005	611	603	1474	615	948	1119	212	758	1000	77	206	1110	1001	754	646	96	961
165	376	40	1118	221	538	167	141	10	33	603	5	515	64	743	246	1014	206	290	600	280
166	1712	104	519	68	267	831	92	541	480	48	544	387	173	2058	85	1244	237	463	1613	349
167	104	22	64	113	127	5	48	132	97	116	128	171	184	60	92	38	244	23	167	168
168	124	104	97	434	116	244	711	175	183	755	661	168	611	547	662	174	766	1228	600	597
169	124	132	38	662	434	237	51	213	1158	60	277	338	559	128	189	0	546	218	541	486
170	104	51	244	23	259	184	67	499	128	167	48	44	831	486	43	524	795	434	0	321
171	559	766	420	199	321	1195	669	633	206	1158	661	770	629	486	1450	597	1253	246	9	203
172	1231	1237	104	236	2232	0	70	127	662	719	2233	499	48	209	124	2577	861	111	1542	184
173	160	124	44	195	60	127	528	605	48	214	714	150	86	843	619	125	711	215	1018	209
174	51	244	116	40	105	221	67	39	41	437	259	382	38	642	504	390	10	174	206	18
175	1176	13	1210	735	727	1038	642	273	19	183	792	772	15	1303	577	399	563	701	742	711
176	44	124	22	714	669	611	994	62	48	51	376	246	213	23	758	128	420	9	664	1241
177	22	596	26	612	2	424	207	385	37	558	741	426	682	96	719	2350	203	153	1046	1516
178	646	754	643	644	641	840	856	96	586	211	1000	119	385	847	678	1003	619	1724	748	642
179	524	372	23	67	669	246	1244	167	509	2214	444	305	533	48	259	415	173	486	1986	280
180	713	1228	792	587	385	1313	642	84	614	1308	601	139	715	1251	116	1018	1301	44	145	864
181	290	184	499	221	350	51	537	20	259	521	1200	317	524	92	176	246	793	168	113	509
182	420	669	321	199	0	51	246	128	124	23	174	1158	273	338	44	434	153	105	38	22
183	124	26	44	9	64	390	46	186	22	113	123	587	385	127	205	386	5	609	424	60
184	195	132	58	97	120	264	432	843	605	151	775	155	130	133	1145	895	319	93	64	903
185	50	218	733	923	1691	515	26	33	741	317	60	531	68	113	45	1523	287	609	390	541
186	280	372	437	435	23	1106	1526	306	256	228	337	219	184	283	1096	1902	2438	43	2180	95
187	104	68	277	733	184	69	352	327	860	876	936	237	311	788	501	897	3	44	294	873
188	48	92	113	132	68	406	97	317	541	237	264	85	244	171	189	51	58	533	242	151
189	124	273	22	213	600	127	431	97	486	9	26	259	177	67	167	374	321	64	184	23
190	822	638	866	1399	788	793	352	179	811	2235	1135	810	668	2265	290	181	446	618	1690	2848
191	48	117	58	125	843	605	240	156	123	246	40	110	376	514	210	1058	217	38	188	251
192	766	420	559	184	206	170	44	29	174	1283	629	726	743	1240	1278	0	1231	669	652	1922
193	521	690	729	4	104	290	335	1194	221	164	793	537	657	179	866	50	396	638	788	862
194	132	60	160	619	605	364	740	1018	51	896	646	783	767	555	970	599	10	246	949	283
195	51	23	48	244	184	669	167	524	68	134	92	3	97	44	113	509	43	127	315	124
196	51	128	23	48	244	280	246	124	134	38	184	92	116	171	259	64	44	67	669	283
197	5	171	132	97	385	642	33	386	195	755	514	126	50	864	123	104	277	895	646	128
198	264	195	117	166	62	137	58	895	125	48	110	437	133	319	123	1058	240	163	27	146
199	880	1691	134	788	881	104	937	733	332	50	870	923	915	38	69	875	3	2237	273	800
200	1194	382	116	444	437	524	184	400	517	1256	315	803	417	828	305	372	283	171	167	173
201	264	126	104	189	116	910	164	58	38	1118	335	575	900	290	138	27	84	124	137	167
202	437	39	704	439	27	593	917	498	465	518	305	1368	1256	1528	244	1599	383	264	417	1194
203	92	264	151	189	58	171	97	90	128	385	5	133	843	528	319	669	713	1145	244	849
204	743	321	420	199	535	434	994	1240	546	170	246	1494	998	960	486	661	104	29	209	2232
205	113	189	60	97	277	64	104	733	1005	202	22	512	263	790	62	124	38	273	155	740
206	406	68	97	189	533	340	92	86	349	541	837	517	44	519	132	993	949	60	38	885
207	669	44	67	244	0	434	64	97	559	321	167	790	217	132	22	113	210	1131	431	218
208	352	880	788	501	69	919	908	881	800	876	937	231	38	104	790	915	897	332	870	454
209	117	120	130	849	1482	137	1202	1665	78	163	90	895	133	432	2143	1342	62	1889	148	157
210	340	1812	1813	993	1808	1114	1810	533	885	1817	1162	949	1811	1005	860	2063	837	237	68	532
211	48	51	171	711	264	244	78	246	669	104	124	127	290	92	195	64	164	168	156	1298
212	171	104	134	221	729	690	164	290	113	22	89	400	5	521	382	335	1194	396	534	27
213	499	1200	243	335	788	537	221	1150	237	4	522	352	179	534	287	831	815	657	1181	862
214	113	64	132	189	97	124	160	48	127	92	528	22	58	217	104	264	86	78	277	432
215	183	13	565	15	399	711	206	642	385	623	171	1666	756	1529	537	5	1346	723	84	1644
216	104	48	44	189	237	97	132	92	124	38	127	60	406	541	134	184	531	22	499	128
217	104	69	501	866	3	876	38	790	873	4	541	184	516	508	305	454	134	898	327	2057
218	104	273	184	68	134	790	4	315	231	866	541	317	305	22	733	237	406	350	732	519
219	499	128	48	259	524	134	38	831	67	280	669	97	113	132	509	317	43	124	189	44
220	1967	264	242	917	894	921	325	128	255	328	1687	465	259	523	51	1273	910	67	887	226
221	44	132	48	189	92	127	38	406	541	349	128	23	5	533	831	51	50	22	62	860
222	189	567	117	895	1256	58	64	33	521	74	22	590	808	731	738	273	91	1091	274	400
223	116	167	5	128	381	283	171	124	505	3	38	246	50	189	524	113	127	437	176	509
224	104	315	43	499	167	276	2133	280	38	266	457	365	258	1011	505	357	226	2474	2491	309
225	124	711	385	792	22	200	186	127	139	386	587	64	205	44	713	26	273	203	642	19
226	104	38	788	515	352	68	273	263	350	4	305	243	237	277	524	3	541	218	732	231
227	237	541	949	533	349	517	519	993	831	3	837	97	38	544	132	524	531	92	173	48
228	132	3	517	949	38	406	541	23	134	283	531	322	178	429	51	305	184	173	349	43
229	124	104	64	669	128	420	167	92	246	5	134	662	41	434	84	174	546	184	321	60
230	273	1115	1158	1005	15	600	64	431	1149	603	994	715	594	1131	1111	635	7	128	51	277
231	104	515	290	221	206	22	527	177	537	5	815	141	13	797	51	316	168	534	273	7
232	9	608	153	726	1531	609	612	420	381	417	37	26	40	124	1761	113	23	25	596	17
233	128	51	48	104	280	124	244	246	171	38	437	123	92	64	134	39	26	105	156	27
234	1120	535	994	662	22	29	220	170	124	1651	1457	617	1247	1987	1520	539	603	1344	51	96
235	44	104	26	128	22	669	48	23	113	246	38	92	244	743	273	662	9	434	714	189
236	104	116	113	290	48	134	1181	50	164	335	92	237	221	521	60	534	132	729	20	400
237	105	111	87	420	23	1730	1394	54	167	51	1628	1633	1528	1064	2030	136	1098	1586	165	143
238	104	51	167	244	280	246	128	259	116	1106	109	504	381	171	669	283	417	524	383	38
239	113	209	662	62	60	48	26	748	92	213	5	528	199	434	210	96	211	277	664	646
240	44	714	209	669	246	64	127	214	113	51	434	376	48	136	189	1018	259	210	1241	60
241	189	97	160	40	48	184	62	116	155	145	58	514	217	50	151	134	243	246	4	51
242	221	290	335	104	177	537	22	614	184	15	382	19	534	20	7	381	797	1210	315	164
243	104	134	189	171	124	48	23	128	92	127	51	167	38	132	60	40	283	531	381	280
244	643	748	711	22	211	713	737	212	97	205	132	864	655	139	1578	1251	136	98	117	741
245	33	5	273	13	104	45	207	134	19	171	221	547	335	642	168	189	26	124	44	537
246	128	51	104	669	105	420	0	124	246	38	280	428	67	41	92	1106	153	134	123	127
247	277	209	38	104	68	48	714	790	273	62	213	60	237	541	512	189	651	214	263	1005
248	104	48	124	64	38	92	127	273	51	23	669	711	184	244	168	280	68	27	26	547
249	406	237	68	92	1712	97	533	48	499	541	517	189	132	349	44	837	38	127	64	831
250	113	64	124	44	127	189	132	60	210	62	78	643	217	58	714	209	669	5	186	213
251	97	62	160	60	155	58	195	92	117	264	151	44	541	64	188	259	255	78	125	120
252	23	167	305	524	38	3	128	280	219	500	505	43	109	266	67	259	383	1106	2180	444
253	1005	964	1119	1130	1131	594	1115	294	1004	974	1121	1114	44	868	714	1126	1149	603	1000	1576
254	22	78	711	117	26	643	186	587	432	151	205	5	213	713	195	775	385	669	58	528
255	78	62	1475	90	195	150	210	151	113	120	255	93	208	714	209	58	217	216	44	1472
256	132	432	171	62	160	788	64	237	202	244	148	58	116	133	167	68	86	40	184	44
257	167	171	280	51	92	113	437	244	27	59	123	195	58	148	124	259	39	38	67	134
258	23	184	280	38	524	529	1106	256	509	317	383	97	151	68	381	945	113	326	486	242
259	160	843	133	60	619	1674	528	78	130	146	120	155	119	72	107	202	1202	849	630	319
260	244	48	128	264	259	246	132	189	124	23	117	336	195	148	123	432	62	40	255	437
261	619	119	762	60	591	1133	1000	783	189	160	113	564	1209	86	555	630	97	758	840	277
262	64	124	171	26	127	48	184	382	51	33	283	50	23	19	290	160	244	62	92	168
263	558	424	205	586	644	641	210	171	625	1308	1604	62	207	97	1298	1230	857	678	116	528
264	45	134	381	608	40	321	585	46	648	44	116	26	33	719	708	632	661	1454	37	82
265	420	766	51	9	22	381	128	38	669	531	246	174	116	50	153	40	64	206	661	273
266	128	104	437	134	171	116	113	27	39	417	264	40	151	283	189	259	1106	504	132	124
267	690	729	171	1256	400	27	880	521	1324	566	1364	69	1685	1333	113	571	1408	104	290	58
268	104	38	184	524	3	51	68	128	317	167	48	134	790	831	23	244	509	533	259	263
269	48	420	23	113	321	134	97	22	766	1158	167	153	3	136	189	50	273	546	597	728
270	189	22	5	10	50	116	4	390	335	331	19	48	558	9	609	537	535	62	737	1341
271	273	124	44	62	189	790	22	669	264	195	243	125	58	350	69	866	244	67	733	4
272	113	127	22	148	151	86	116	68	186	406	541	78	514	128	133	10	26	531	202	738
273	38	134	128	3	305	23	64	246	790	352	315	127	22	113	0	733	541	26	420	5
274	41	127	385	44	792	669	48	92	1308	213	51	19	0	386	198	625	1228	96	186	755
275	1158	321	44	209	124	669	213	84	420	0	127	64	128	51	92	1115	431	22	559	273
276	104	48	167	51	437	132	40	264	23	124	92	244	27	221	38	164	22	381	5	44
277	1812	1736	1735	974	1734	1818	1813	1819	1679	2386	2976	3006	1119	1817	1005	1816	3007	2389	2839	2298
278	136	78	669	210	199	57	139	215	48	123	127	385	428	711	151	434	719	839	1545	90
279	170	206	199	420	183	723	177	559	1529	797	600	631	321	756	174	175	1517	1120	22	392
280	184	266	524	167	372	499	1488	280	831	306	284	535	509	383	258	275	2483	365	67	317
281	264	911	48	62	92	120	151	195	128	255	97	137	432	74	1118	895	202	125	433	240
282	113	132	189	160	62	97	38	432	64	538	133	128	202	104	195	148	151	124	126	86
283	64	273	643	864	26	127	740	641	512	202	586	717	733	603	1133	840	619	754	1341	605
284	51	486	1023	244	104	669	128	2011	167	23	559	259	428	177	366	383	275	1064	529	41
285	51	128	167	23	134	280	92	113	38	437	189	184	259	499	151	3	283	164	64	40
286	305	38	435	372	51	246	500	315	317	454	68	259	669	109	505	420	2036	1927	258	504
287	64	97	60	160	48	151	58	117	669	209	150	166	205	587	605	119	22	26	843	155
288	209	246	44	714	546	127	743	48	1466	210	64	259	611	67	664	104	244	994	336	62
289	280	134	221	244	48	164	382	283	246	264	38	184	290	381	504	189	39	89	567	113
290	428	547	417	115	82	723	42	1106	693	111	1531	167	865	1098	392	123	321	45	2041	199
291	132	64	113	51	62	743	48	60	209	128	127	26	714	217	244	22	184	662	23	92
292	509	1115	67	244	84	383	374	372	283	524	790	504	0	259	1118	48	529	273	1158	506
293	104	315	116	515	350	527	221	357	275	176	342	51	244	141	1289	815	260	769	20	1120
294	104	69	919	541	317	873	48	897	3	733	877	454	338	931	127	268	519	524	311	124
295	294	44	603	273	22	64	600	277	104	124	263	662	1114	1119	26	1126	97	1115	743	132
296	40	246	259	22	189	515	381	64	171	50	420	290	766	38	177	97	113	531	0	243
297	44	531	831	50	517	189	64	97	22	68	40	124	60	15	132	4	5	38	26	949
298	246	23	134	420	38	766	3	524	167	315	321	128	48	67	559	259	68	499	486	43
299	64	669	199	44	139	78	755	57	92	587	26	5	386	23	123	215	105	205	719	203
300	189	134	350	20	534	259	1200	64	499	273	521	316	151	733	264	176	657	1181	179	732
301	647	537	104	1088	738	793	179	521	909	343	163	515	48	843	316	746	89	237	687	164
302	280	184	134	167	246	315	67	164	504	128	382	259	221	437	505	275	171	3	109	444
303	1450	1240	2300	1283	2712	1449	1446	2231	3287	2347	1453	1581	2701	985	1534	136	1158	1253	321	1451
304	1808	1813	1734	1179	1899	1732	1735	1815	1005	1736	1141	1149	1505	1741	2376	760	1570	2259	294	1178
305	499	92	541	290	113	127	3	97	184	1181	116	831	352	480	335	349	138	866	148	15
306	321	766	1240	661	338	1253	1283	718	1450	9	1195	121	960	1449	236	136	170	1231	47	662
307	124	22	206	189	132	84	642	92	213	183	184	210	486	175	381	78	0	264	547	515
308	132	124	64	44	78	264	23	60	432	195	58	68	376	123	209	90	434	22	5	433
309	40	4	729	32	381	34	1256	437	639	104	566	30	396	116	164	606	731	113	283	2141
310	132	48	97	60	189	124	104	92	68	237	160	62	58	128	5	406	171	22	40	26
311	420	23	104	669	105	321	766	134	124	48	246	661	153	47	434	381	127	546	719	559
312	499	38	184	3	44	246	831	51	48	97	134	524	92	406	321	533	669	128	541	517
313	153	414	111	669	559	766	115	693	2041	338	167	124	381	1730	45	585	12	1847	246	718
