id	top_0	top_1	top_2	top_3	top_4	top_5	top_6	top_7	top_8	top_9	top_10	top_11	top_12	top_13	top_14	top_15	top_16	top_17	top_18	top_19
107	499	831	97	237	44	189	64	531	949	349	124	132	283	92	84	22	1005	5	885	127
108	22	608	5	612	558	726	596	206	207	46	585	19	719	426	642	424	2	632	37	655
109	97	92	48	406	1712	132	885	533	255	317	837	949	340	38	524	128	293	246	189	480
110	280	437	51	23	1528	417	104	504	116	156	134	39	381	505	109	27	221	151	529	283
111	9	1158	1126	632	1253	726	629	1283	44	46	1540	17	321	420	1465	1121	661	1195	964	611
112	949	349	533	387	837	517	532	60	831	999	293	885	1162	92	697	1678	1887	173	2058	522
113	37	10	609	34	50	32	1076	25	35	16	1045	389	44	741	1531	1020	2223	923	680	2183
114	237	406	349	97	837	541	885	132	831	92	1162	44	189	532	1005	60	544	387	64	1813
115	68	277	541	104	38	273	64	60	860	733	132	406	936	4	124	327	113	97	317	993
116	44	124	754	26	214	641	217	840	1259	211	1004	737	237	1037	205	1119	112	783	720	975
117	127	60	385	78	217	186	171	264	669	587	205	646	713	586	23	139	40	156	209	110
118	923	32	1314	389	25	1020	8	16	1086	632	1035	207	1523	1045	35	2183	1076	46	788	1054
119	51	669	246	559	1158	321	97	84	92	213	420	336	743	184	38	217	64	206	714	68
120	990	714	758	754	97	44	98	555	217	1259	124	189	155	641	591	748	113	702	605	86
121	97	132	113	160	62	78	92	58	117	210	264	214	155	186	432	528	125	711	148	643
122	273	1558	799	501	1387	199	1649	861	1233	1251	38	385	755	565	213	829	790	151	135	765
123	167	104	280	51	128	305	244	246	383	38	417	372	1106	256	504	134	1528	48	435	39
124	669	97	434	44	92	127	124	48	209	246	714	546	51	213	128	1712	23	62	1466	259
125	134	417	109	104	420	381	153	505	726	1522	382	723	174	9	26	2	321	55	5	44
126	97	113	406	44	244	349	58	151	517	524	3	546	519	78	264	272	885	545	280	376
127	719	585	199	1631	1015	14	44	721	64	726	1875	45	723	851	153	655	420	76	6	124
128	78	336	151	97	433	122	195	214	434	264	92	120	222	160	150	1107	124	324	127	348
129	1475	714	92	217	711	160	199	748	60	1018	713	195	646	208	839	669	86	767	975	1476
130	51	542	958	67	258	365	381	1488	366	945	276	132	2483	284	383	504	97	156	124	283
131	13	273	614	104	184	15	116	22	177	537	642	815	1210	797	352	1301	198	715	527	1176
132	280	85	283	92	171	788	51	41	164	273	444	68	244	504	406	1256	454	908	465	1194
133	189	160	97	58	432	605	148	125	68	264	541	843	349	1145	860	78	630	119	64	150
134	38	4	866	184	273	315	919	68	3	454	876	512	243	932	881	877	898	1135	1691	869
135	22	381	600	797	535	608	177	756	10	104	798	7	168	15	539	743	283	994	390	29
136	104	264	132	27	128	69	64	437	3	68	97	263	501	417	512	85	4	44	124	908
137	246	48	23	546	486	559	258	97	184	44	321	1456	132	256	420	0	795	92	529	524
138	22	217	758	97	1241	797	132	15	1018	19	1158	1005	192	990	60	1270	177	669	113	740
139	321	104	559	1450	723	629	766	1449	726	1278	1253	1240	1195	1158	1231	153	9	246	719	1448
140	321	420	246	44	51	559	128	669	9	124	153	0	662	23	64	1158	174	766	134	1253
141	51	244	23	40	134	317	68	315	381	515	499	64	92	113	280	22	5	50	669	67
142	48	171	305	4	128	264	733	64	23	60	167	541	151	280	246	124	51	85	435	40
143	113	189	38	60	97	48	44	64	92	541	733	4	124	237	134	58	62	184	788	317
144	184	38	4	733	273	454	231	243	263	866	332	218	732	305	897	1135	800	435	873	287
145	9	26	22	321	662	14	1158	199	723	134	128	411	1098	600	213	608	611	1253	23	19
146	97	132	264	189	62	124	128	432	171	166	319	51	433	110	259	163	74	1712	85	528
147	895	166	386	150	124	528	646	119	62	713	849	319	6	133	171	656	975	840	641	587
148	104	132	68	336	92	145	127	167	124	434	497	317	258	343	831	714	194	275	533	229
149	184	273	435	280	420	669	499	116	174	5	168	9	67	383	68	417	259	321	515	661
150	189	733	116	283	97	26	173	376	769	109	437	15	531	690	315	808	896	86	396	528
151	104	189	515	116	132	97	243	335	290	44	537	331	740	113	22	184	60	124	909	33
152	352	1162	4	1157	1887	522	812	932	2323	237	541	340	231	517	406	515	1150	179	50	40
153	104	38	134	788	305	790	3	263	541	218	515	69	919	44	732	876	350	246	891	512
154	534	171	13	89	40	729	22	657	900	164	335	547	290	15	396	20	104	175	521	221
155	27	3	396	382	1359	171	481	639	1366	567	164	116	38	1407	435	91	280	128	428	221
156	22	755	711	633	676	62	382	177	75	113	669	132	210	814	769	203	642	1185	587	1308
157	9	1158	726	321	609	629	8	414	1253	153	585	723	1126	14	44	1195	45	559	1450	47
158	184	231	866	733	305	800	454	69	908	1691	790	937	732	941	515	919	435	350	317	932
159	68	406	44	38	64	92	124	499	531	128	48	831	533	541	134	127	517	23	97	1712
160	174	23	669	0	104	67	661	766	275	1651	1730	259	9	170	87	1545	355	26	529	795
161	104	60	132	4	3	97	64	160	44	1712	134	733	387	69	517	195	85	860	519	148
162	432	375	993	1118	775	1162	86	58	936	237	117	268	146	2259	555	38	1172	322	144	921
163	719	420	2	723	414	9	115	82	134	174	14	199	585	321	12	679	1531	1847	1761	0
164	1004	603	611	1005	600	758	1119	1474	948	77	615	1000	1001	1110	212	206	646	961	1241	702
165	376	1118	40	603	221	515	141	167	33	10	538	64	5	246	743	482	740	1014	470	206
166	1712	519	104	68	267	831	480	387	92	541	173	2058	544	1244	48	463	85	1613	1524	349
167	104	64	22	97	127	132	116	113	48	5	128	60	171	92	244	184	38	23	167	217
168	124	97	104	116	434	244	711	175	755	611	183	168	661	1228	139	547	1158	174	597	194
169	124	132	38	434	662	51	237	213	1158	128	559	60	277	0	338	541	189	218	259	406
170	104	51	244	499	23	259	128	184	67	48	167	831	44	0	43	434	795	524	531	505
171	559	766	321	199	420	1195	633	669	1158	206	629	1450	661	770	203	597	1253	9	486	611
172	1231	1237	236	104	2232	70	0	127	719	499	861	124	209	2233	48	662	1494	213	2577	184
173	160	124	44	60	195	127	528	214	714	150	605	711	619	209	48	1018	646	125	713	86
174	51	244	116	40	105	221	39	41	67	390	259	38	437	642	10	1115	504	174	18	382
175	1176	13	1210	735	727	1038	642	273	792	772	183	19	15	1303	563	701	742	399	577	423
176	44	124	714	22	611	669	62	994	758	51	128	376	213	48	1241	1018	646	9	246	92
177	26	612	2	207	596	424	22	385	37	558	426	682	741	2350	719	203	1046	10	17	96
178	646	754	643	641	644	840	856	1724	96	586	211	119	678	385	847	619	1000	1003	1095	642
179	524	372	1244	23	67	669	2214	509	167	173	444	246	1986	533	305	1485	1105	259	280	48
180	713	1228	792	587	642	385	1313	84	614	715	1308	601	139	116	1301	44	1251	1018	145	446
181	290	184	499	537	221	51	350	20	259	317	1200	793	521	176	168	381	524	145	92	246
182	420	0	669	321	199	128	51	246	1158	174	153	124	273	23	9	105	84	44	38	338
183	26	124	44	9	390	46	64	186	123	587	22	127	205	113	385	386	60	609	622	5
184	195	58	132	97	120	151	264	432	605	895	843	319	130	775	155	126	903	133	137	1145
185	50	218	923	733	515	1691	26	317	60	741	33	68	531	1523	390	541	45	609	287	381
186	280	372	437	435	256	23	1526	1106	306	337	283	219	228	1096	184	1902	43	365	704	2438
187	277	104	68	733	327	936	69	352	184	876	897	860	501	311	873	788	237	294	898	44
188	48	92	132	68	317	406	113	97	85	541	244	264	237	51	151	189	171	58	259	533
189	124	213	273	431	127	22	600	9	97	26	374	259	486	167	1466	67	321	177	217	64
190	822	866	638	1399	788	352	793	811	179	810	2265	2235	1135	668	618	1690	2884	181	508	812
191	48	117	58	125	240	156	843	605	123	40	246	514	1058	210	110	376	217	38	251	188
192	766	420	559	184	206	44	629	170	29	1283	174	726	1240	1231	0	743	1278	1497	1001	539
193	690	521	1194	729	4	104	793	335	537	657	290	221	164	179	396	50	638	866	534	1364
194	132	60	160	619	605	364	1018	740	646	51	896	555	783	767	283	970	558	599	10	748
195	51	244	48	23	184	68	669	167	524	92	97	44	3	134	509	113	315	43	305	132
196	51	128	244	23	48	280	124	246	92	283	38	44	134	116	259	171	26	184	67	381
197	5	97	132	171	385	642	755	195	33	386	514	104	126	123	895	714	128	50	277	646
198	264	195	166	62	117	58	895	137	48	125	319	437	110	1058	123	133	163	146	27	240
199	880	1691	881	788	937	134	332	733	870	104	915	923	875	50	69	935	38	2237	800	943
200	1194	382	116	803	517	444	184	524	400	437	315	173	305	1256	417	283	372	505	828	412
201	264	116	910	126	104	189	58	164	1118	38	84	124	900	335	27	575	290	138	374	137
202	437	39	704	439	593	27	498	917	305	518	465	1599	1368	244	383	85	460	1528	264	1256
203	92	151	264	58	189	97	171	128	90	385	713	5	319	244	528	133	669	843	79	57
204	743	199	321	420	535	1494	1240	434	246	960	170	994	29	104	546	661	209	97	2232	338
205	189	113	60	97	277	64	733	104	1005	124	512	62	263	155	26	160	38	1259	202	790
206	406	68	97	533	340	349	837	92	519	86	541	517	189	993	949	44	132	831	885	1162
207	669	44	244	0	67	97	559	434	64	321	790	167	217	132	1131	210	945	431	218	22
208	352	880	501	788	69	908	231	800	919	881	38	897	876	915	937	104	454	332	870	873
209	117	120	130	1482	137	849	1665	1202	895	163	78	90	133	62	2550	148	432	157	1184	1342
210	340	1812	993	1114	1813	1808	533	1810	1005	1817	885	949	2063	1811	860	1162	68	1735	837	237
211	48	51	711	244	171	264	78	246	104	124	290	669	127	92	195	164	255	168	156	713
212	171	104	134	221	729	164	690	89	1194	400	521	113	22	290	5	396	382	534	335	733
213	499	1200	243	335	221	537	788	522	237	1150	4	179	534	352	831	1181	657	287	561	1157
214	113	132	64	189	97	124	160	92	127	48	528	217	58	68	151	714	22	209	643	104
215	13	565	183	15	399	206	711	623	171	756	642	1666	537	84	385	723	1529	688	797	1346
216	104	44	189	97	237	132	48	124	92	60	38	406	541	127	499	531	3	184	128	134
217	104	69	501	866	3	876	38	873	790	4	541	898	454	184	508	516	305	327	889	1366
218	104	273	184	68	4	231	790	134	315	541	317	305	866	733	22	732	406	519	69	116
219	499	128	48	259	38	134	524	831	97	132	280	67	317	124	44	283	515	113	43	189
220	1967	917	264	894	921	325	255	128	328	910	465	242	1687	259	523	51	925	459	226	887
221	44	132	92	189	48	127	406	541	38	349	128	831	209	5	949	533	62	860	51	23
222	189	567	895	58	1256	590	74	64	738	1091	808	117	273	521	731	33	713	91	22	146
223	116	283	381	5	128	167	171	505	124	3	246	38	127	189	50	113	92	27	524	41
224	104	315	43	499	167	276	38	280	2133	457	505	365	258	266	1011	226	357	2491	815	2474
225	124	711	792	139	385	200	127	186	587	22	386	26	713	44	64	203	205	147	198	57
226	104	38	788	515	352	68	263	4	305	243	273	350	277	231	541	732	237	218	3	524
227	237	949	541	533	349	993	519	831	517	837	3	97	544	524	38	132	173	531	92	178
228	949	132	3	38	517	406	541	283	23	531	322	305	429	178	51	173	853	505	134	39
229	124	104	64	128	669	92	5	167	662	41	420	84	134	246	60	217	3	434	174	499
230	273	1115	1158	15	1005	64	603	600	431	1149	715	128	1131	1111	994	7	594	635	9	51
231	104	515	290	221	206	527	815	537	177	22	141	797	13	5	343	534	1344	51	316	168
232	9	726	153	608	1531	609	612	417	381	26	37	40	25	17	1761	420	44	12	49	124
233	128	51	104	48	280	244	124	26	105	123	171	39	92	246	38	437	41	27	64	0
234	535	1120	29	994	22	220	662	1344	1651	170	1247	124	1457	603	617	1987	539	1520	96	84
235	44	104	26	128	669	48	22	23	92	113	38	244	246	9	273	714	743	662	434	68
236	104	116	113	1181	290	164	48	92	60	221	50	237	335	521	134	534	729	132	20	27
237	105	87	1730	111	1394	23	54	1064	167	1633	1586	2030	51	1528	420	1628	143	1098	1070	280
238	104	51	244	167	280	246	128	116	259	381	1106	283	109	417	171	504	383	529	38	669
239	209	113	60	62	662	26	92	748	213	48	5	528	199	210	646	214	434	211	277	96
240	44	714	209	64	669	246	214	127	51	434	376	113	1018	1241	189	259	136	48	60	210
241	189	97	160	40	116	184	155	48	145	62	58	151	514	217	243	50	4	134	315	246
242	221	104	290	177	335	537	381	22	184	382	15	534	20	797	614	315	19	515	164	171
243	104	134	189	171	124	48	92	128	283	23	60	132	127	38	51	40	381	167	531	151
244	643	748	711	211	22	713	97	737	212	655	132	205	139	1251	864	1578	98	136	92	597
245	33	5	13	273	207	104	45	547	19	221	171	134	642	335	168	26	537	44	124	189
246	128	105	104	51	669	0	280	420	124	38	428	41	67	246	153	92	123	39	9	1545
247	277	209	38	68	104	714	790	60	273	213	651	48	62	541	214	512	237	189	210	263
248	104	48	124	64	38	92	273	127	51	23	68	711	26	244	168	27	547	669	84	280
249	406	68	1712	97	92	237	533	499	541	517	349	189	48	837	132	831	44	340	949	860
250	113	64	124	44	189	127	132	210	60	58	714	217	209	78	643	62	186	5	68	214
251	97	160	62	60	155	195	58	92	151	117	44	255	541	264	259	64	78	188	120	124
252	167	305	23	38	524	128	3	280	505	500	109	219	43	266	383	2180	259	1106	48	417
253	1005	964	1119	1130	1131	1114	1004	594	294	1115	1121	974	44	714	603	1126	868	1149	124	743
254	26	22	711	78	643	151	587	117	186	713	5	213	205	104	195	432	218	58	528	385
255	78	90	62	150	1475	195	151	210	255	93	113	120	209	208	714	216	58	217	44	1468
256	132	160	62	171	432	124	44	788	68	64	116	244	317	58	167	148	155	40	259	512
257	171	280	167	92	437	51	244	113	27	59	123	195	58	895	148	39	124	259	38	145
258	23	184	280	38	529	256	524	1106	317	97	68	381	383	509	151	945	283	515	922	171
259	160	60	619	146	528	1674	133	78	843	130	155	107	120	119	72	319	849	1202	564	1198
260	244	128	259	48	264	246	124	132	336	123	23	189	195	255	148	40	62	117	164	437
261	619	119	60	762	591	1133	1000	564	783	758	189	160	1209	555	97	113	840	630	86	277
262	64	124	26	171	127	283	382	48	184	160	51	19	33	168	92	4	62	50	206	244
263	424	558	205	210	641	586	644	171	1308	207	1604	625	97	678	62	116	1230	1298	857	528
264	45	381	134	608	40	585	321	44	46	648	116	632	417	26	612	719	82	708	661	1454
265	420	9	766	381	51	22	128	153	38	116	174	531	64	669	40	246	50	273	84	661
266	128	437	104	171	116	27	39	417	134	283	151	113	264	40	189	259	1106	504	132	59
267	729	690	171	1256	400	27	880	521	1364	1324	566	571	703	1408	1685	69	58	1333	104	1360
268	104	38	3	184	524	68	128	51	317	831	167	48	134	790	23	244	509	259	515	280
269	48	420	23	321	113	1158	153	134	97	167	766	597	22	3	136	1466	629	174	47	716
270	189	5	22	10	4	50	116	390	331	9	48	335	558	19	609	151	535	537	92	8
271	124	273	44	62	189	790	22	669	243	195	69	264	58	125	244	4	146	733	57	936
272	113	127	151	116	148	68	22	86	541	406	186	26	514	78	128	738	10	647	133	531
273	38	134	128	305	3	352	23	790	315	246	64	0	127	733	22	26	541	132	244	113
274	41	127	385	792	44	92	1308	669	198	424	0	755	386	213	139	19	48	1228	392	625
275	1158	321	44	209	84	124	669	213	0	128	92	127	420	64	51	431	1115	97	9	26
276	104	48	167	132	51	124	437	264	27	92	40	244	221	23	381	164	44	151	38	60
277	1812	1735	974	1818	1734	1813	1736	2386	1005	1819	1119	2976	1817	1679	2298	3007	3006	1816	2389	2839
278	78	136	210	139	669	199	57	123	151	127	90	711	428	385	48	215	1545	156	839	92
279	170	199	206	177	559	723	631	797	1529	183	420	175	600	1517	321	756	174	1120	116	22
280	184	266	167	524	372	499	280	1488	831	306	383	258	535	284	275	2483	365	417	317	55
281	264	911	151	62	92	48	195	128	255	120	1118	97	895	137	146	74	240	905	433	125
282	132	113	189	160	97	62	38	151	432	195	64	128	133	148	126	124	538	155	104	44
283	64	273	26	643	127	864	740	512	603	641	717	840	733	586	619	1133	202	1341	754	155
284	51	1023	486	244	128	104	669	2011	559	167	1064	259	23	428	366	529	383	275	1272	41
285	128	51	167	280	23	92	134	437	38	113	283	259	189	499	151	3	68	97	164	184
286	305	38	435	372	51	246	454	500	317	315	68	259	505	109	258	669	733	263	1927	504
287	97	64	60	160	151	48	58	117	209	150	26	166	587	669	90	205	155	119	1018	711
288	209	44	246	714	127	743	1466	611	546	48	210	259	64	244	67	104	92	336	664	214
289	280	134	221	283	382	164	244	48	264	246	381	38	504	305	189	39	417	89	184	290
290	428	417	115	42	547	82	693	12	723	1586	865	1531	14	123	1098	142	128	111	1106	392
291	132	64	113	51	743	60	26	62	209	714	217	128	244	48	127	22	184	662	92	160
292	509	1115	67	244	84	374	383	283	0	48	372	1158	92	259	529	1118	524	273	790	669
293	315	515	104	116	350	527	221	275	357	342	176	141	1289	815	244	51	260	1120	373	269
294	104	69	919	541	873	317	897	48	3	733	454	931	877	127	338	124	1168	311	1162	519
295	603	294	44	273	64	22	277	1114	1126	26	263	124	104	662	1119	600	97	132	1115	743
296	40	246	259	22	381	515	64	189	50	0	97	171	177	766	38	420	535	531	84	243
297	44	531	831	517	68	50	97	189	64	22	15	40	60	124	949	26	4	406	132	14
298	246	23	134	38	766	420	3	315	128	167	48	321	559	524	68	67	259	499	256	486
299	44	64	199	669	139	755	26	78	92	57	587	5	203	386	105	9	216	719	123	23
300	189	134	20	534	259	350	1200	499	151	64	316	521	657	176	733	273	179	264	231	732
301	647	738	537	793	909	104	179	163	521	1088	343	515	843	316	48	699	687	164	319	89
302	280	184	315	134	167	246	164	382	259	221	67	505	504	128	275	437	3	171	515	357
303	1450	1240	2300	1283	1446	2712	2347	1449	1534	1581	3287	2231	985	2701	1453	1451	1253	1491	136	1158
304	1808	1179	1734	1813	1899	1732	1735	1815	1141	1149	2376	1005	1741	1570	1505	1178	760	1736	294	2259
305	499	541	92	290	113	97	3	127	831	116	1181	349	480	545	85	124	184	352	148	335
306	321	1240	661	1253	338	718	766	9	1283	1450	121	1231	960	1195	236	136	1449	47	44	726
307	124	22	206	189	84	132	92	642	213	210	183	184	0	381	175	486	78	515	38	264
308	132	124	44	64	78	60	264	23	58	195	68	432	123	209	376	90	255	434	150	145
309	40	4	729	381	34	104	32	1256	566	396	437	639	116	164	283	606	30	731	39	900
310	132	60	97	124	48	189	92	104	68	160	237	26	128	58	62	5	406	40	171	22
311	23	104	420	669	105	48	124	766	321	134	246	661	153	47	434	127	280	381	26	505
312	499	38	831	3	44	184	246	51	321	97	92	406	128	48	524	669	533	519	134	349
