id	top_0	top_1	top_2	top_3	top_4	top_5	top_6	top_7	top_8	top_9	top_10	top_11	top_12	top_13	top_14	top_15	top_16	top_17	top_18	top_19
51	97	264	132	78	240	92	160	432	189	65	130	90	163	72	903	93	406	319	1712	1665
52	322	555	98	970	714	542	758	96	263	619	958	189	119	646	1190	242	1258	529	151	112
53	633	766	183	22	177	756	1195	797	13	723	562	1001	547	1448	696	755	1310	273	45	170
54	48	23	104	51	44	124	9	381	40	113	127	26	246	171	669	0	123	64	105	134
55	116	515	171	315	40	164	221	317	168	509	305	529	283	273	470	335	124	669	89	437
56	949	340	499	831	517	349	885	1712	519	541	860	1887	1162	545	173	853	3	2056	178	1157
57	113	586	160	119	603	48	678	666	740	741	40	218	19	273	622	23	720	600	755	663
58	9	726	661	669	662	23	124	611	1253	64	26	128	2	184	22	381	127	665	218	121
59	264	189	195	151	166	113	160	132	78	895	62	150	48	319	116	117	27	90	891	432
60	544	545	519	387	340	267	178	237	522	860	3	1524	949	1887	992	429	1882	831	2241	993
61	136	1310	171	382	1528	1272	770	153	792	128	1503	729	116	719	945	42	23	321	437	124
62	231	315	897	317	1135	732	305	800	4	919	263	445	908	516	372	3	877	68	363	932
63	132	113	97	48	60	189	44	4	541	40	788	128	317	406	124	50	837	171	167	85
64	92	151	195	895	97	189	23	150	128	117	123	160	68	167	90	163	713	27	669	205
65	4	44	50	40	22	237	92	531	64	189	127	15	273	3	517	38	541	5	60	352
66	420	105	153	719	0	428	9	669	199	559	23	1545	629	414	766	770	51	565	87	143
67	134	206	420	499	44	50	315	9	381	321	0	723	535	64	51	124	177	246	127	797
68	167	51	453	1106	383	23	306	258	67	355	1096	520	246	1902	2180	337	259	312	542	491
69	790	897	876	908	873	454	800	898	880	937	2215	881	877	869	733	889	516	2237	372	445
70	104	68	38	541	406	237	788	4	48	519	92	733	64	44	132	860	134	277	305	69
71	23	116	167	113	51	38	381	27	3	40	68	283	437	92	244	132	246	44	124	305
72	605	107	86	44	1018	195	1075	740	1674	647	1101	1103	125	1000	843	1209	1655	277	737	22
73	420	321	766	23	184	67	1240	486	128	0	170	629	661	134	945	174	275	434	167	48
74	34	1043	682	620	632	35	907	33	46	2283	16	2289	2193	1025	388	40	608	2284	783	1093
75	499	184	48	23	831	280	132	305	315	97	92	113	67	256	531	505	517	189	515	116
76	352	866	908	305	501	800	184	919	897	372	332	898	880	515	881	915	2237	889	1135	134
77	412	539	535	134	381	723	400	1311	45	33	608	361	645	648	260	690	1520	639	726	1194
78	104	3	68	406	38	48	533	113	92	128	23	134	1712	51	541	85	132	167	831	27
79	40	92	189	167	10	44	132	104	124	151	381	38	264	134	280	33	39	4	437	26
80	559	669	1231	44	136	1466	1092	1158	1237	206	743	718	51	1283	124	338	994	661	213	236
81	48	92	322	60	246	155	280	251	156	68	437	283	1058	133	137	64	202	905	124	896
82	64	237	1691	541	788	132	939	113	359	651	531	124	5	860	932	184	189	40	862	1846
83	97	113	64	189	62	160	22	78	26	669	51	210	128	277	643	213	214	246	743	662
84	68	519	406	541	178	38	517	949	831	499	544	1157	1935	387	860	872	524	545	1712	317
85	10	390	8	25	4	1046	9	33	612	46	609	682	632	50	40	2203	608	37	16	32
86	497	643	78	60	1018	64	62	1092	546	528	714	1226	189	160	214	646	1041	767	664	119
87	104	174	105	128	246	199	559	67	124	770	661	565	9	134	633	22	244	15	273	206
88	104	44	127	124	68	97	184	64	669	22	92	113	189	51	132	499	5	237	217	434
89	104	259	246	132	244	264	195	145	148	290	113	97	128	432	272	67	343	255	326	78
90	766	183	199	1298	206	770	22	797	104	13	756	565	170	631	392	865	1529	1310	755	1292
91	60	33	25	44	1691	64	1846	541	939	35	632	1523	26	1076	935	2203	124	273	783	22
92	132	155	195	762	643	630	646	64	117	1018	124	133	564	217	205	1133	187	127	783	1198
93	1005	1808	1810	1179	1812	1811	1114	1130	974	1111	868	594	209	603	1000	1570	1505	1131	1004	1993
94	244	104	246	259	145	171	195	40	60	280	160	44	184	432	134	64	127	68	38	272
95	104	167	171	280	124	113	27	381	127	38	26	246	669	283	189	67	85	97	264	547
96	1450	1448	1240	665	1253	766	1491	1454	1158	960	1511	2040	1503	174	111	199	1619	2041	1582	1534
97	104	124	113	22	44	189	97	127	92	171	15	5	273	26	132	84	116	51	168	60
98	104	499	531	519	949	173	524	1105	349	178	2091	544	885	1157	1613	1244	340	429	40	317
99	113	189	97	132	78	62	151	195	264	117	210	217	171	148	166	90	643	126	432	895
100	195	60	117	78	605	163	150	843	92	124	133	148	146	151	630	895	264	205	186	72
101	104	38	273	788	231	50	766	541	454	44	790	64	199	246	669	732	908	1348	519	263
102	60	58	202	432	264	126	564	64	762	843	319	44	48	137	1145	124	188	555	1184	90
103	788	38	919	873	454	876	908	800	305	69	445	3	866	516	68	315	508	372	732	1387
104	97	127	62	217	113	78	209	210	643	92	546	664	199	434	136	160	60	211	189	68
105	417	381	420	414	9	729	723	171	174	369	1256	5	1106	26	803	221	238	1194	45	283
106	559	136	199	629	338	121	1253	1237	1675	1963	434	560	1283	1847	839	486	1466	159	1730	47
107	499	831	97	237	44	189	531	64	349	949	132	124	92	22	283	127	5	84	1005	885
108	22	608	5	612	726	558	596	207	585	46	206	642	426	719	2	632	37	19	414	755
109	97	92	48	533	132	1712	885	406	255	317	949	340	837	38	524	246	128	293	189	151
110	280	51	437	23	1528	417	504	134	104	156	116	39	381	27	505	109	151	67	529	221
111	9	1158	1126	632	1253	1283	629	726	46	17	321	1540	44	420	1465	611	1121	661	585	964
112	949	349	533	387	837	517	532	60	831	999	293	885	1162	92	1678	1887	697	202	522	173
113	37	10	609	34	50	32	16	1076	25	35	1045	389	741	1020	1531	2223	44	923	2183	1086
114	237	406	349	97	837	541	132	885	831	92	1162	44	544	532	189	60	1005	387	531	64
115	277	68	541	104	38	273	64	132	60	733	860	4	936	406	113	124	97	327	317	127
116	44	754	124	214	641	26	217	840	211	1259	1004	737	205	237	112	1119	1037	783	975	720
117	127	60	385	78	171	217	186	264	205	669	587	646	586	23	40	713	139	209	748	156
118	923	32	1314	389	1020	8	25	16	632	1086	1035	207	2183	46	1054	1076	1045	788	35	1523
119	51	669	246	321	559	1158	97	92	84	420	336	184	213	743	217	38	64	714	206	1115
120	990	714	754	758	97	44	98	555	217	641	189	1259	155	124	591	113	748	702	605	86
121	97	132	113	62	160	78	92	58	117	210	264	432	214	186	155	528	125	148	150	711
122	273	1558	799	501	1387	199	861	1649	1233	755	38	565	385	1251	829	151	213	790	135	1557
123	167	51	104	280	305	128	244	246	383	38	1106	417	372	134	48	504	1528	256	435	259
124	669	97	48	92	434	44	127	124	209	714	246	546	51	213	128	23	62	1466	1712	259
125	134	417	109	104	420	381	505	153	382	726	1522	9	174	723	321	1106	2	5	26	55
126	97	113	406	44	244	349	58	151	546	517	524	519	3	264	78	272	67	885	432	280
127	719	585	199	1631	1015	44	64	14	721	726	45	1875	851	153	420	6	723	76	655	2
128	78	151	336	97	433	122	195	214	264	222	434	92	120	150	1107	160	127	1919	348	124
129	1475	714	217	92	160	711	199	748	60	1018	195	646	713	669	839	86	208	975	767	1476
130	51	542	67	958	365	258	381	945	1488	366	276	132	284	2483	504	383	97	48	453	156
131	13	614	273	184	104	15	22	116	177	642	537	815	352	1210	1301	797	715	527	741	1176
132	280	85	283	51	171	92	788	164	444	68	41	273	244	908	504	454	1256	509	1194	465
133	189	160	97	58	432	605	148	68	264	125	1145	843	541	78	349	630	150	119	1674	860
134	38	4	184	866	273	315	68	919	512	3	454	876	932	877	243	881	898	869	1691	1135
135	22	381	600	797	535	608	756	10	798	7	177	168	104	15	539	743	390	994	662	283
136	104	132	264	27	128	69	64	68	3	97	437	512	501	263	85	417	4	908	44	124
137	246	48	546	23	486	559	184	97	258	321	44	1456	420	132	256	795	611	275	529	136
138	22	217	758	97	1241	132	15	797	192	19	1158	1018	990	1005	113	60	177	51	669	748
139	321	104	629	559	1450	723	766	1449	726	1253	1240	1278	1195	1231	1158	9	153	246	719	134
140	321	420	246	51	44	559	128	9	669	23	124	662	0	153	64	134	766	1158	48	174
141	51	244	23	40	134	68	315	381	317	113	515	499	64	67	92	50	280	22	5	189
142	48	171	305	4	264	733	128	23	64	151	167	51	280	60	246	85	40	435	541	124
143	113	189	38	60	97	48	64	44	92	733	4	237	541	124	62	134	58	184	512	151
144	184	38	4	733	273	454	231	332	243	866	263	305	218	732	897	800	1135	50	1150	287
145	9	26	22	321	662	14	199	1158	134	723	128	600	608	611	411	1098	23	213	115	1253
146	97	132	264	189	62	124	432	171	166	128	51	319	433	163	259	110	74	85	528	533
147	895	166	150	386	124	528	646	62	119	171	6	319	713	133	849	975	656	132	641	840
148	104	132	68	336	92	145	127	167	124	434	497	317	258	714	343	831	533	194	275	229
149	184	273	435	420	280	67	499	669	116	174	5	168	9	68	383	417	321	259	515	171
150	189	733	116	283	97	26	173	376	769	531	690	896	15	437	109	396	808	315	86	528
151	189	104	132	515	116	97	243	335	290	44	184	537	331	113	22	740	909	124	171	60
152	352	1162	4	1157	1887	522	812	932	237	340	2323	1150	50	541	231	517	40	406	515	179
153	104	38	134	788	305	790	3	263	541	515	218	919	69	350	50	44	876	732	246	512
154	171	534	40	13	89	900	729	22	657	547	164	335	396	175	20	15	290	814	400	203
155	27	3	396	1359	382	171	481	567	639	1366	164	116	38	1407	435	91	280	428	128	1106
156	22	755	711	633	62	676	382	113	132	177	75	814	669	210	769	642	587	51	1308	175
157	9	1158	321	726	609	629	8	414	1253	585	153	1126	723	559	14	1195	45	1450	47	338
158	184	231	866	733	305	800	908	790	454	937	1691	69	919	732	941	515	350	435	932	317
159	68	44	38	406	64	92	531	124	48	533	128	499	831	134	127	23	541	97	22	517
160	23	174	67	669	104	0	275	661	766	1651	1730	170	9	259	1545	355	87	795	529	434
161	104	132	4	60	97	3	64	160	134	733	387	1712	44	195	517	85	519	69	352	148
162	432	375	1118	775	993	1162	86	58	117	237	936	146	555	38	2259	1172	322	268	921	144
163	719	420	2	414	723	115	9	82	134	199	585	321	14	174	12	1531	679	1847	23	425
164	1004	611	600	603	1005	1119	758	1474	948	615	77	1000	1110	212	1001	646	206	961	702	1241
165	40	376	1118	603	167	141	221	538	515	10	33	5	64	246	743	740	1014	206	482	365
166	1712	519	68	104	267	831	387	480	92	173	544	541	2058	48	1244	85	463	1613	1524	349
167	104	22	64	127	113	97	132	48	5	116	171	128	92	60	184	244	38	23	168	167
168	124	97	104	116	434	244	175	755	711	183	611	168	661	597	1228	547	139	1158	662	174
169	124	132	38	434	662	51	237	213	128	1158	559	277	60	338	0	189	541	546	218	259
170	104	51	244	23	499	67	259	184	128	48	167	831	44	43	0	795	486	524	127	434
171	559	766	199	321	420	633	1195	669	1158	206	629	597	770	661	1450	486	1253	9	611	203
172	1231	1237	236	104	2232	0	70	127	719	499	48	861	662	209	2233	124	184	1494	2577	213
173	160	124	44	195	60	127	714	528	214	150	48	605	619	209	646	711	1018	125	215	163
174	51	244	40	116	105	67	39	221	390	41	259	642	38	1115	10	207	437	504	382	18
175	1176	13	1210	735	1038	727	642	273	183	772	792	15	742	1303	19	563	701	399	577	423
176	44	124	714	22	611	62	669	51	758	994	48	128	376	646	213	1241	1018	9	246	664
177	2	612	26	22	207	596	424	385	558	37	426	741	682	2350	719	203	1046	17	10	96
178	646	754	643	641	644	840	856	586	96	211	1724	847	678	1000	119	619	385	642	62	1095
179	524	372	1244	67	23	509	669	167	2214	444	533	173	305	246	1986	48	266	259	1485	415
180	713	1228	792	587	642	385	1313	614	84	1308	715	601	1301	139	1018	44	145	116	1251	864
181	290	184	499	51	537	350	221	20	1200	259	317	176	168	521	793	381	524	92	657	145
182	420	0	669	321	199	51	128	246	1158	23	273	174	124	153	9	105	338	38	44	434
183	26	124	44	9	390	186	46	64	123	587	205	113	22	127	385	609	386	622	5	60
184	195	58	132	97	151	264	120	432	605	843	895	319	775	155	130	1145	126	133	903	72
185	50	218	923	733	515	1691	317	26	741	60	531	68	33	390	287	1150	45	609	381	541
186	280	372	435	437	1106	256	23	1526	306	228	184	337	219	1096	283	365	1902	43	2438	704
187	68	277	104	733	327	352	69	936	184	876	311	897	860	501	788	873	237	294	898	869
188	48	92	132	68	113	317	97	406	85	51	151	244	541	264	533	171	237	189	58	259
189	124	273	213	431	127	600	22	9	97	67	374	486	167	26	1466	259	594	321	217	64
190	822	866	1399	638	788	352	793	2265	811	179	1135	810	2235	668	618	181	812	1690	2848	508
191	48	117	58	125	156	240	605	843	123	40	246	1058	210	514	217	110	376	251	38	188
192	766	420	559	184	206	170	629	1283	44	29	726	174	1240	1231	0	743	1001	1278	696	539
193	690	521	729	1194	4	104	657	164	537	335	793	290	396	179	221	50	1364	866	1165	534
194	132	60	160	619	605	364	1018	646	51	740	896	555	767	783	558	599	283	970	586	748
195	51	48	244	23	184	68	167	669	524	92	97	3	44	134	113	509	305	43	127	132
196	51	128	23	244	48	280	246	124	67	92	184	38	134	171	283	259	116	44	381	127
197	171	5	132	97	755	642	385	195	33	386	514	126	50	714	123	277	646	104	895	128
198	264	195	62	166	117	58	895	137	48	319	125	1058	437	110	123	133	163	146	27	59
199	880	1691	788	881	134	332	937	733	870	104	915	50	923	875	69	38	2237	935	943	800
200	1194	382	184	116	803	444	517	524	400	305	315	173	437	828	1256	372	417	283	505	171
201	264	910	126	116	189	58	1118	164	104	38	900	124	335	575	84	27	167	85	374	290
202	437	704	39	439	593	27	917	498	518	305	465	1368	244	383	1599	264	85	1528	520	23
203	151	92	264	58	189	171	97	128	90	385	319	5	244	713	133	528	1145	669	843	57
204	743	199	321	420	535	1494	1240	434	170	246	546	994	960	104	2232	661	486	209	97	338
205	113	189	277	60	97	64	733	512	104	62	1005	124	202	263	38	790	22	273	1259	155
206	406	68	533	340	97	349	837	92	519	86	189	541	517	993	949	132	44	831	885	1162
207	669	67	44	244	0	97	64	167	559	790	217	434	321	132	1131	210	945	431	22	105
208	352	880	788	501	69	908	919	800	231	881	876	915	937	897	38	332	870	104	790	454
209	117	120	130	1482	137	1202	849	163	1665	78	895	90	62	133	432	148	2550	157	2143	1342
210	340	1812	993	1813	1808	1114	533	1810	885	1817	1005	1811	949	860	2063	1162	68	837	1735	237
211	48	51	171	244	264	711	78	246	124	127	104	669	92	290	195	164	255	168	132	316
212	171	104	134	221	729	690	164	113	400	89	1194	396	5	22	521	382	534	290	733	335
213	499	1200	243	335	788	537	221	522	1150	237	4	352	179	534	657	287	831	1181	561	815
214	113	132	64	189	97	124	160	92	48	127	528	151	217	58	68	714	277	209	78	22
215	183	13	565	15	399	206	711	171	756	642	623	1666	537	385	1529	1346	84	723	1644	5
216	104	44	189	48	132	97	237	92	124	127	38	60	406	541	531	184	499	134	3	128
217	104	69	501	866	876	3	38	790	873	4	184	541	898	454	305	516	508	327	932	134
218	104	273	184	68	4	231	134	790	315	305	541	317	866	733	22	732	519	350	64	171
219	499	128	48	259	38	134	524	831	67	97	132	280	113	317	43	509	515	124	189	44
220	917	264	1967	894	921	255	325	128	328	242	51	910	465	1687	259	523	226	925	67	1273
221	44	132	92	189	48	127	38	406	541	349	831	128	533	51	62	5	949	209	23	50
222	189	567	895	58	1256	64	74	1091	117	273	590	738	731	808	274	521	91	22	33	146
223	116	381	5	167	171	283	128	505	124	3	246	50	127	113	38	189	176	92	27	524
224	104	315	43	167	499	276	38	280	457	2133	365	266	505	258	226	1011	357	2474	815	2491
225	124	711	385	792	200	139	127	186	22	587	44	64	386	205	713	26	203	642	273	175
226	104	38	788	352	515	68	305	263	4	273	350	277	243	231	237	512	132	732	541	3
227	237	949	533	541	349	519	993	831	517	837	3	97	544	132	38	531	524	173	92	178
228	132	949	3	38	517	406	541	283	23	305	531	51	322	178	429	134	173	43	390	505
229	124	64	104	128	669	92	167	5	662	420	134	246	41	217	84	60	3	546	184	434
230	273	1115	1158	15	600	64	1005	431	603	1149	715	1131	128	594	51	994	7	1111	9	277
231	104	515	290	221	527	206	815	22	537	177	141	13	5	797	51	316	534	168	343	1344
232	9	726	608	1531	153	609	612	417	381	37	40	17	26	1761	420	25	49	113	12	44
233	128	51	48	104	280	244	124	171	105	123	92	38	246	39	27	26	151	64	437	41
234	535	1120	662	22	994	170	29	220	1457	1247	1651	617	124	1344	603	539	1987	1520	51	2577
235	44	104	128	26	48	23	22	113	669	92	38	246	244	9	273	714	662	743	68	434
236	104	116	113	1181	48	164	50	92	290	134	237	60	132	221	335	521	534	20	729	400
237	105	87	1730	23	111	1394	54	1633	1064	51	167	420	1528	2030	1628	1098	1586	143	1070	136
238	104	51	167	244	280	246	128	259	116	1106	381	171	504	417	283	109	529	383	3	38
239	113	209	62	662	60	92	748	48	26	213	5	646	528	199	210	214	277	211	586	434
240	714	44	209	64	669	246	214	51	127	113	434	376	1018	48	1241	136	189	259	210	244
241	189	97	160	40	184	116	62	48	145	155	151	58	217	514	50	134	4	243	51	246
242	221	104	290	335	177	537	184	22	381	15	382	20	614	534	797	171	315	19	515	7
243	104	134	171	189	124	48	92	23	128	132	127	283	51	60	40	167	38	381	531	151
244	643	748	711	211	22	713	97	737	212	132	205	864	139	655	98	1251	597	1578	92	117
245	5	207	33	273	13	104	45	171	547	134	19	642	221	168	335	537	566	189	44	26
246	128	105	51	104	669	0	420	67	428	280	38	124	246	41	92	153	1106	123	9	1545
247	277	209	38	68	714	104	790	273	62	48	651	60	213	214	512	541	237	189	210	263
248	104	48	124	64	92	38	127	273	51	23	68	168	244	27	711	184	669	547	26	78
249	68	406	1712	97	533	92	237	499	48	189	517	541	349	132	837	831	44	340	949	127
250	113	64	124	44	189	127	132	714	58	210	217	62	60	78	209	643	68	186	5	214
251	97	62	160	60	155	58	195	92	151	117	44	264	255	259	78	64	541	188	127	124
252	305	167	23	3	38	524	280	128	505	500	43	219	266	1106	2180	67	383	109	48	259
253	1005	964	1119	1130	1131	594	1115	1004	1121	294	714	1114	974	44	1126	868	603	1149	124	1000
254	22	78	151	26	711	643	117	587	186	205	432	713	195	5	213	58	646	775	586	385
255	78	62	151	1475	90	150	195	210	255	113	93	714	209	216	208	217	58	120	44	1468
256	132	62	171	160	432	68	788	64	244	124	167	58	44	116	512	148	317	40	133	155
257	171	167	280	51	92	113	244	437	27	59	195	123	58	148	67	39	895	259	124	38
258	23	184	280	38	529	256	524	1106	151	68	97	509	381	317	945	383	171	113	283	326
259	160	619	60	146	528	78	1674	133	107	843	130	155	119	72	120	1202	319	202	630	1198
260	244	128	48	259	264	246	132	124	23	336	189	123	195	62	40	148	255	117	164	432
261	619	762	119	60	591	1133	1000	783	564	758	189	160	113	555	1209	630	97	840	277	86
262	64	124	171	26	127	382	184	51	283	48	50	168	62	151	160	19	92	4	23	244
263	558	424	205	586	641	210	171	644	1308	625	207	62	97	1230	1604	678	857	1298	1242	528
264	45	134	381	40	608	585	321	44	46	648	116	632	719	82	207	171	661	417	26	612
265	420	9	766	51	381	22	128	531	38	50	153	40	64	246	116	669	174	661	273	3
266	128	171	437	104	116	134	151	27	113	39	417	264	40	283	189	1106	259	132	504	59
267	690	729	171	1256	400	27	880	521	1364	566	1324	703	1408	1685	571	58	1333	113	69	657
268	104	38	184	3	68	51	524	128	167	317	831	48	134	23	790	244	509	533	259	85
269	48	420	23	321	113	1158	134	97	153	167	597	766	1466	22	136	629	3	50	565	546
270	189	5	22	50	10	4	390	116	331	9	558	48	151	335	19	609	8	535	537	62
271	273	124	44	62	189	790	22	669	195	243	264	58	67	69	244	125	4	146	755	350
272	113	127	151	148	68	22	116	86	186	78	406	514	541	10	128	531	133	738	26	647
273	38	134	128	305	3	23	352	790	64	246	315	127	0	733	22	132	113	40	26	244
274	41	127	385	792	44	1308	92	755	48	669	0	625	51	714	213	424	19	1228	386	139
275	1158	321	209	44	124	669	84	213	0	128	92	127	420	51	64	431	1115	9	97	559
276	104	48	51	167	132	40	264	92	23	27	124	244	437	151	381	164	221	38	44	60
277	1812	1735	974	1734	1818	1813	1736	2386	1819	1119	2976	1005	1679	1817	2298	3007	1816	3006	2389	2839
278	78	136	210	199	669	139	151	57	123	48	127	215	428	90	385	1545	711	839	92	6
279	170	199	206	559	177	1529	631	183	723	797	420	600	175	756	321	1517	597	174	22	1120
280	184	266	167	524	372	499	1488	280	831	306	275	383	365	284	535	258	509	67	2474	2483
281	264	911	151	62	92	48	195	255	128	97	120	1118	895	146	74	137	433	432	202	125
282	132	113	189	62	160	97	38	151	432	195	64	538	133	128	148	202	126	166	27	104
283	64	273	643	26	127	864	740	512	641	717	586	840	733	202	619	603	1133	754	1341	605
284	51	1023	486	244	128	104	2011	669	167	559	23	259	428	1064	366	275	383	529	1115	1272
285	51	128	167	23	280	134	92	113	38	151	189	437	259	184	68	499	283	164	3	97
286	305	38	435	372	51	246	454	500	317	315	68	259	505	109	669	258	733	504	1927	515
287	97	64	60	151	160	48	58	150	209	117	166	205	587	669	26	90	1018	171	605	155
288	209	44	246	714	127	546	1466	611	743	48	210	67	259	64	244	664	336	62	92	104
289	280	134	221	164	382	244	283	48	264	246	381	38	504	184	305	189	396	39	151	89
290	428	115	417	42	82	547	693	12	723	1531	1106	2041	1098	865	123	128	1586	14	111	167
291	132	64	113	51	62	714	60	743	209	217	128	48	26	244	184	127	662	22	23	92
292	67	509	1115	244	84	374	383	283	0	48	372	1158	92	529	259	524	790	273	1118	506
293	315	515	104	350	116	527	275	221	357	176	1289	342	141	815	51	260	244	20	373	769
294	104	919	69	541	873	317	897	48	3	733	454	931	877	127	338	519	1168	311	124	515
295	603	294	44	273	277	64	22	662	263	1126	104	600	1114	1119	124	26	132	97	1115	714
296	40	246	259	22	381	515	171	189	50	64	97	0	766	38	531	420	177	113	535	151
297	531	44	831	50	68	517	97	189	64	40	22	15	949	60	132	124	4	26	5	14
298	246	23	134	38	420	3	766	315	167	48	128	67	68	321	524	559	259	499	486	256
299	64	44	199	669	139	755	78	92	587	5	57	26	105	23	9	386	203	205	1475	216
300	189	134	20	350	534	259	1200	151	499	316	64	657	176	733	273	521	179	264	1181	732
301	647	537	738	793	909	179	163	104	1088	521	515	343	316	48	843	746	699	164	900	89
302	184	280	134	67	167	315	164	246	259	382	504	275	221	505	128	437	171	3	515	357
303	1450	1240	2300	1283	2712	1446	1449	3287	2347	1581	1534	2231	2701	985	1453	1451	1253	136	1491	1158
304	1808	1734	1179	1813	1899	1732	1735	1815	1149	1141	2376	1741	1005	1570	760	1505	1178	1736	584	2259
305	499	92	541	113	97	290	127	831	3	116	1181	349	85	184	352	480	148	545	531	15
306	321	1240	661	338	1253	766	1283	9	718	1450	121	1231	1449	236	136	1195	47	960	170	662
307	124	22	206	189	132	92	84	642	213	210	183	184	175	381	0	486	78	264	1115	515
308	132	124	44	64	78	23	264	60	195	58	68	432	209	123	376	90	150	255	434	433
309	40	4	729	381	34	566	32	1256	396	104	639	30	437	116	164	731	606	283	900	113
310	132	97	60	48	124	189	92	104	68	160	237	62	58	128	171	40	5	26	51	406
311	23	420	104	669	105	48	766	134	124	321	246	661	47	153	127	434	381	546	280	67
312	499	38	831	184	3	44	51	246	321	97	92	48	533	406	128	519	524	134	669	349
