id	top_0	top_1	top_2	top_3	top_4	top_5	top_6	top_7	top_8	top_9	top_10	top_11	top_12	top_13	top_14	top_15	top_16	top_17	top_18	top_19
51	97	264	92	78	240	132	432	160	189	406	65	90	137	130	93	903	1712	72	1145	1665
52	322	555	98	96	970	542	263	714	758	958	242	189	619	1190	119	1328	1258	529	1155	493
53	633	766	183	22	177	1195	756	797	723	562	13	547	1310	755	1001	696	1448	614	1348	420
54	48	23	104	51	124	44	9	246	113	381	64	40	26	127	669	171	134	27	123	0
55	116	515	315	171	164	40	221	317	509	470	168	335	283	273	669	242	305	124	529	437
56	949	517	499	831	340	349	885	1712	519	541	860	1887	1162	853	173	545	3	2056	532	113
57	113	119	160	586	48	603	666	678	740	741	40	218	19	273	600	720	23	755	622	842
58	9	726	661	669	662	124	23	26	64	611	1253	2	128	665	22	434	381	1348	121	184
59	264	189	195	113	166	151	48	78	160	132	62	895	150	432	319	27	156	90	117	891
60	544	545	519	340	387	237	178	267	992	860	3	429	1524	522	1887	949	993	1882	1935	872
61	1310	136	770	1272	1528	153	171	382	1503	792	128	719	42	124	116	437	1586	729	945	82
62	315	231	317	897	732	800	1135	305	263	4	445	919	516	908	372	3	877	68	932	363
63	113	132	48	97	189	4	541	60	788	406	44	40	128	317	50	171	124	837	184	517
64	92	151	195	895	189	117	97	128	23	150	123	160	167	669	90	713	27	205	110	68
65	4	22	64	50	237	40	92	44	517	273	189	531	3	38	127	541	15	352	788	5
66	420	105	153	719	199	428	669	0	9	770	559	766	23	1545	87	414	629	565	723	143
67	134	420	206	321	44	9	50	499	723	381	315	64	124	535	0	177	246	174	45	661
68	167	51	1106	383	453	306	23	246	355	258	67	337	259	1902	2180	312	491	1096	520	542
69	790	876	897	454	873	908	800	898	937	880	881	516	2215	877	445	889	368	869	372	2237
70	104	68	38	541	406	237	788	48	4	64	92	134	733	860	519	44	69	273	132	305
71	23	167	116	38	113	27	51	3	381	40	244	437	246	92	283	68	124	382	499	4
72	605	86	1018	1075	44	107	1101	195	740	1674	647	125	843	1103	277	22	1209	1000	737	808
73	420	321	766	23	67	184	486	128	134	0	170	661	174	1240	945	434	167	48	629	546
74	34	682	1043	35	33	46	632	620	907	16	2193	608	2289	40	1025	2283	596	388	2284	1093
75	48	184	499	23	831	280	92	315	305	113	132	517	67	97	256	531	505	515	189	372
76	352	866	908	305	800	501	184	919	372	897	134	880	881	898	515	332	4	915	889	435
77	134	539	412	535	33	381	723	400	608	45	1311	361	648	645	639	260	1520	50	690	1454
78	104	3	48	406	38	68	113	92	128	533	23	134	541	167	1712	51	132	27	97	85
79	40	92	189	167	124	33	134	104	44	10	38	264	132	437	280	381	39	151	4	58
80	559	669	1231	136	44	1466	1092	1158	743	1237	206	994	718	338	124	1283	51	661	213	236
81	48	92	246	322	280	60	64	156	155	137	437	68	251	283	202	124	905	133	896	465
82	64	237	1691	541	788	113	939	132	359	860	124	932	862	531	5	189	184	651	40	1846
83	64	113	97	189	62	22	160	669	78	26	743	643	246	210	213	277	128	51	662	214
84	406	68	519	541	517	38	178	499	831	544	872	949	1935	860	524	1157	1712	387	545	317
85	10	33	25	390	4	8	46	1046	32	612	40	682	50	37	609	9	16	2183	35	608
86	643	78	497	546	1018	60	62	64	528	1092	160	189	714	1226	119	214	775	767	664	1041
87	104	174	246	105	199	559	128	124	770	67	661	134	22	633	9	244	1348	273	206	48
88	104	44	127	124	64	184	97	68	22	669	92	113	189	5	237	499	132	217	51	84
89	104	246	244	259	264	145	132	195	290	148	113	432	128	272	97	78	326	117	255	240
90	766	183	206	770	1298	199	22	104	797	392	13	420	756	1310	170	1292	565	631	865	617
91	33	60	25	64	44	1691	35	1846	541	939	1523	632	935	26	1076	1054	22	124	783	273
92	132	155	762	195	64	630	643	117	1018	646	133	124	217	564	1133	187	205	1715	120	783
93	1005	1808	1810	1179	1811	1114	1111	1812	1130	974	594	209	868	1000	603	1004	431	1505	294	1131
94	244	246	104	259	145	171	280	64	432	134	184	40	44	60	160	195	326	127	272	38
95	104	167	171	280	124	113	27	381	38	127	26	246	669	283	420	547	189	1528	264	67
96	665	1450	1240	1448	1454	1253	766	960	1511	1491	2040	1503	1158	111	174	1549	1619	199	2041	617
97	104	124	22	113	189	44	92	127	171	97	273	5	26	15	84	132	116	38	51	168
98	104	499	531	524	1105	519	173	949	178	349	544	885	2091	1157	429	1613	134	317	4	40
99	113	189	97	78	132	62	264	195	151	117	217	210	432	171	148	643	90	126	605	166
100	195	60	117	605	78	843	133	150	92	630	124	148	163	186	264	146	895	432	205	762
101	104	38	788	273	50	231	541	766	454	1348	790	64	246	732	669	69	263	908	44	199
102	60	58	432	202	264	64	843	126	137	564	762	319	48	44	1184	1145	188	555	124	1063
103	788	38	873	876	454	919	800	908	69	305	445	866	3	516	315	68	508	372	732	889
104	97	78	127	113	217	62	210	643	209	546	434	664	92	199	136	211	160	711	189	60
105	417	420	381	9	414	723	174	369	171	26	1106	729	5	1256	238	221	45	803	437	64
106	559	136	199	338	1237	121	1253	434	629	1675	1963	560	1847	839	1283	486	1451	766	1730	159
107	499	831	237	97	44	64	189	531	349	949	124	132	22	92	84	127	885	5	283	1005
108	22	608	5	612	596	46	558	726	206	207	585	37	719	642	682	19	426	2	96	424
109	97	48	92	885	132	406	1712	533	255	317	837	949	340	38	246	128	524	432	189	293
110	280	437	51	23	1528	134	504	104	156	417	39	116	27	109	381	67	505	529	221	151
111	9	1158	1126	1283	1253	321	632	726	629	46	44	420	1540	1195	964	998	585	1454	611	661
112	349	949	533	837	517	387	532	60	831	885	293	999	1162	92	697	202	1887	1678	2056	2279
113	37	10	609	34	32	50	35	16	25	389	1045	1076	1020	1531	741	2183	44	2223	1086	923
114	237	406	97	837	349	541	885	132	532	92	1162	544	831	44	189	1005	64	60	1813	387
115	277	68	104	541	38	64	273	406	860	113	132	733	4	60	97	936	327	124	92	317
116	754	44	124	641	214	26	217	840	1259	737	1004	211	1119	1037	237	783	676	1722	205	112
117	127	78	60	385	217	171	186	264	669	587	205	23	246	40	434	156	646	110	586	546
118	923	32	389	16	1020	1314	25	1086	8	1035	46	2183	207	632	35	1523	788	1045	134	1054
119	51	669	246	321	559	1158	84	97	336	420	92	743	213	184	64	38	206	662	217	766
120	990	754	714	97	44	98	758	555	217	189	591	1259	641	155	748	124	113	605	994	702
121	97	113	132	62	160	78	92	117	58	432	210	264	186	214	711	155	125	528	605	148
122	273	1558	799	501	1387	199	1649	861	1233	213	829	38	1251	755	385	565	135	1557	790	399
123	167	280	104	51	128	244	305	246	383	1106	134	38	48	417	504	1528	372	259	39	435
124	669	48	434	97	92	44	127	124	246	209	546	714	51	213	128	23	743	62	259	1712
125	134	417	420	109	104	381	153	505	382	321	726	174	9	723	23	1106	26	2	1522	5
126	113	97	406	244	44	349	58	151	517	546	524	3	78	264	272	519	432	67	885	1232
127	719	585	199	1631	64	1015	44	14	726	45	721	153	420	723	851	76	124	2	22	9
128	78	336	433	151	122	97	195	214	264	120	434	222	92	348	150	160	324	127	1107	1919
129	1475	714	217	92	711	160	199	748	1018	60	195	646	713	669	767	208	975	119	839	86
130	51	542	67	958	365	258	1488	366	276	381	945	504	284	2483	383	48	266	156	743	132
131	614	13	273	104	184	15	22	177	537	116	642	1210	815	352	1301	797	1176	221	198	175
132	280	85	283	92	788	171	51	244	164	273	41	454	444	504	68	509	1256	406	908	465
133	189	160	97	58	432	605	125	148	843	264	1145	68	541	64	119	78	630	137	349	860
134	38	4	866	184	273	315	3	919	68	454	876	512	932	881	877	243	1691	898	869	937
135	22	600	381	797	535	608	7	743	177	10	756	168	104	798	994	15	539	662	283	29
136	104	264	132	27	128	64	69	437	3	68	97	512	263	501	417	124	85	4	908	148
137	246	48	546	23	486	559	184	321	258	97	1456	795	420	44	136	743	524	256	92	611
138	22	217	758	97	1241	15	1005	797	132	192	1270	1158	19	1018	990	177	113	748	754	535
139	321	104	559	766	723	629	1450	1195	726	1449	1253	246	153	1278	1240	1158	9	134	1231	719
140	420	321	246	44	51	669	559	9	124	662	23	64	128	153	766	134	0	48	174	661
141	51	244	134	23	40	64	113	315	317	68	515	499	92	381	280	22	67	189	5	669
142	48	171	305	4	64	128	264	23	733	167	280	246	435	541	151	51	40	124	60	919
143	113	38	48	189	64	97	92	60	44	541	237	134	733	4	124	184	58	62	788	512
144	184	38	4	273	733	454	231	866	243	263	218	732	332	305	800	50	1150	435	287	897
145	9	26	22	321	662	199	14	1158	723	134	600	1195	213	608	633	770	128	23	611	1098
146	97	132	264	189	62	432	124	171	128	166	319	433	110	74	51	259	528	903	605	163
147	386	895	166	150	124	528	119	646	849	656	62	6	319	171	133	713	975	719	587	641
148	104	132	68	336	145	92	167	127	434	124	497	317	343	831	258	533	714	194	229	515
149	184	273	420	435	280	669	116	174	499	67	5	9	321	168	259	383	68	417	515	171
150	189	733	116	283	97	26	376	437	769	531	896	109	808	173	418	369	15	690	315	396
151	104	189	515	132	335	97	116	290	243	184	537	22	113	44	331	909	788	740	33	171
152	352	1162	4	1157	1887	932	237	522	812	1150	340	517	541	2323	406	231	50	515	508	1690
153	104	38	134	788	305	3	790	218	541	263	515	919	246	350	69	48	732	64	876	50
154	171	534	13	22	40	89	729	547	900	657	335	290	164	396	175	400	814	20	521	221
155	27	3	171	396	1359	382	481	567	639	38	1366	164	435	280	116	1407	128	39	91	1106
156	22	755	711	633	62	676	382	669	177	75	113	210	814	132	587	642	769	1185	175	1308
157	9	321	1158	726	609	585	629	1195	153	723	1253	8	414	559	338	1126	649	1450	766	45
158	184	231	866	305	733	800	454	937	790	69	908	732	919	350	515	1691	435	317	941	541
159	68	64	38	406	92	44	48	124	134	128	531	127	533	541	499	23	831	22	517	97
160	23	174	669	67	104	661	766	0	275	1651	1730	259	170	9	355	795	1545	434	2011	87
161	104	4	132	60	64	3	97	134	517	1712	733	160	69	352	44	860	387	86	148	519
162	432	375	86	993	1162	1118	237	775	58	117	936	268	1172	38	555	322	2259	146	921	788
163	420	719	2	723	414	9	82	134	115	199	585	1531	321	174	14	1847	338	679	1761	648
164	1004	600	603	1005	611	1119	1474	948	758	615	1000	77	212	206	1110	1001	754	96	989	646
165	376	40	1118	221	538	33	603	167	141	64	515	10	743	5	246	1014	470	206	290	740
166	1712	104	68	519	831	267	92	480	541	48	544	387	173	2058	1244	85	463	237	1613	1524
167	104	64	22	48	113	127	5	97	132	171	116	128	92	184	244	60	38	23	167	217
168	124	104	97	434	116	244	711	175	755	183	168	611	547	661	662	174	597	1158	600	766
169	124	132	38	434	662	237	213	51	1158	277	338	128	559	60	189	0	546	541	218	406
170	104	51	244	23	259	499	67	184	48	128	167	831	795	44	43	486	434	524	321	0
171	559	766	420	199	321	1195	633	669	1158	770	206	661	597	9	629	246	486	1253	203	1450
172	1231	1237	104	236	2232	0	70	127	662	48	719	499	209	2233	124	861	2577	1542	111	184
173	160	124	44	195	60	127	528	48	214	714	605	150	1018	711	619	209	86	125	843	646
174	244	51	116	40	105	39	221	67	41	259	437	382	504	38	642	390	174	207	18	164
175	1176	13	1210	735	727	1038	642	273	183	772	1303	792	19	701	399	15	742	577	563	711
176	44	124	22	714	611	669	994	62	48	246	376	213	51	758	1018	664	9	1241	92	128
177	22	26	612	2	596	207	424	385	37	558	426	682	741	96	719	1046	203	2350	633	153
178	754	646	643	644	641	840	856	96	211	586	119	1000	678	385	1003	619	847	1724	748	642
179	524	372	67	23	1244	246	669	167	509	2214	305	444	533	48	259	1986	173	1105	415	280
180	713	1228	587	792	385	642	614	84	1313	1308	145	601	1301	1018	139	1251	715	44	701	116
181	290	184	499	537	221	350	51	20	259	1200	317	521	176	92	145	793	524	246	168	4
182	420	669	321	199	0	246	51	128	124	1158	338	174	273	153	23	434	9	105	44	38
183	26	124	9	44	64	46	390	186	22	123	587	113	205	386	385	127	424	609	5	656
184	195	58	132	97	120	432	264	605	151	843	775	319	155	1145	130	133	137	895	126	64
185	50	218	923	733	515	1691	33	26	317	741	60	531	68	45	1150	287	1523	541	390	609
186	280	372	435	437	23	1106	1526	306	256	337	219	228	184	1096	283	1902	2180	2438	43	365
187	104	68	277	733	352	69	327	184	860	876	936	311	788	237	501	897	873	64	294	3
188	48	92	113	132	406	68	317	97	244	541	264	237	171	85	189	58	533	51	242	151
189	124	273	213	431	22	600	127	9	97	486	374	67	259	177	26	64	167	321	594	1466
190	822	866	638	1399	788	352	793	811	810	179	2235	2265	1135	668	1690	618	290	181	446	812
191	48	117	58	125	843	605	240	156	246	123	40	110	514	1058	376	217	210	251	38	188
192	766	420	559	184	206	170	44	29	1283	174	726	629	743	1240	1231	1278	0	669	1922	539
193	521	690	729	4	104	290	335	1194	537	793	221	164	657	866	396	179	352	50	788	638
194	132	60	160	619	605	364	1018	740	896	51	646	783	555	599	767	970	246	283	10	558
195	51	48	244	23	184	167	669	68	524	92	134	3	97	44	113	509	43	305	127	315
196	51	128	244	48	23	280	246	124	134	92	38	184	64	171	67	259	283	116	44	669
197	171	5	97	132	385	755	33	642	386	195	126	514	277	50	104	864	123	547	714	895
198	264	195	117	137	166	62	58	895	48	125	319	110	133	437	1058	123	163	27	240	146
199	880	788	1691	134	881	937	104	733	332	50	870	915	923	69	875	38	3	2237	800	935
200	1194	382	116	184	400	437	444	517	524	803	315	1256	305	417	828	283	372	171	173	505
201	264	126	189	104	116	164	58	910	38	1118	335	900	137	575	27	84	124	290	138	788
202	437	39	439	704	27	593	498	917	305	465	518	244	1368	383	1528	1256	1599	264	417	38
203	92	264	58	151	189	171	97	90	128	385	319	5	133	244	843	528	713	669	1145	849
204	743	321	199	535	420	434	546	994	246	1494	1240	170	998	960	29	486	104	2232	209	338
205	113	189	64	97	277	60	104	733	512	1005	202	263	22	38	62	273	124	790	1259	155
206	406	68	97	533	92	340	349	541	86	837	189	517	519	993	132	44	949	885	831	48
207	669	67	44	244	64	434	0	97	559	167	321	217	790	431	1131	132	22	218	210	113
208	352	788	880	501	69	919	800	908	881	937	876	231	38	915	897	104	454	870	332	790
209	117	120	137	1482	849	130	1665	1202	78	163	90	895	133	432	2143	62	1889	157	148	1078
210	340	1812	1813	993	1114	1808	533	1810	885	1817	1811	1162	949	1005	860	2063	532	68	837	237
211	48	171	711	244	264	246	78	51	124	104	669	127	92	290	64	195	164	156	168	1298
212	171	134	104	221	729	164	89	400	290	690	521	113	22	382	335	5	396	1194	534	733
213	499	1200	243	335	788	537	1150	221	237	4	352	522	534	179	831	287	815	657	1105	862
214	113	64	132	189	97	124	160	48	92	127	528	217	58	22	277	78	432	264	643	714
215	13	183	565	399	15	711	206	623	642	171	385	537	1666	1346	756	723	1644	1529	701	84
216	104	48	44	237	189	92	97	132	124	38	127	406	541	60	134	184	499	22	531	3
217	104	69	501	866	876	3	38	790	873	4	541	454	184	305	516	508	898	134	2057	327
218	104	273	184	68	134	4	231	790	315	866	541	317	305	22	733	406	732	64	350	237
219	499	48	128	259	134	38	524	831	67	280	97	317	669	64	113	509	43	132	515	124
220	1967	264	894	917	242	921	255	325	128	328	465	1687	259	523	51	910	67	48	226	1273
221	44	132	48	92	189	127	406	38	541	349	128	831	533	23	5	62	50	22	209	860
222	189	567	64	58	74	895	33	1256	117	521	808	738	731	22	1091	273	91	590	274	400
223	116	167	5	381	283	128	171	124	505	246	3	38	50	127	189	113	176	524	92	1105
224	104	315	43	499	167	276	2133	280	38	457	365	266	1011	258	505	357	226	2474	2491	732
225	711	124	385	22	792	200	186	139	127	64	386	587	205	44	26	713	203	175	273	213
226	104	38	788	352	515	68	263	273	4	350	305	277	243	237	218	541	732	3	512	231
227	237	541	949	533	517	349	993	831	519	3	837	97	544	38	132	92	524	531	48	532
228	132	3	517	949	406	38	541	283	23	134	322	429	531	178	305	184	51	173	853	4
229	124	64	104	669	128	92	167	246	420	134	662	5	41	84	434	546	217	174	321	184
230	273	1115	1158	1005	600	64	15	431	603	1149	994	594	1131	715	1111	635	7	128	374	277
231	104	515	290	221	206	527	537	22	177	815	13	141	5	797	316	51	534	168	343	614
232	9	608	726	153	1531	609	612	381	417	37	40	420	26	25	1761	124	113	17	82	23
233	128	48	51	104	280	244	124	246	171	92	39	64	38	437	105	123	134	26	27	156
234	535	1120	994	662	29	22	220	170	1651	617	124	1457	1247	1987	603	539	1344	96	1520	51
235	44	104	26	48	128	22	669	113	23	246	92	38	244	743	273	9	662	714	434	96
236	104	116	113	48	134	290	1181	92	50	164	237	335	221	521	60	20	400	534	132	729
237	105	111	87	1730	420	23	1633	167	1394	54	1528	51	1064	1628	1586	2030	1098	136	143	244
238	104	244	51	167	246	280	128	259	1106	116	504	109	381	171	283	417	383	156	669	529
239	113	209	662	62	60	48	92	26	748	213	5	434	199	96	277	210	211	528	1018	214
240	714	44	209	246	669	64	214	127	434	48	113	51	376	136	1018	189	259	210	1241	244
241	189	97	160	40	48	184	62	145	116	155	58	217	514	134	50	151	243	4	246	647
242	221	290	104	335	537	177	614	22	184	20	382	534	15	797	7	381	19	1210	515	315
243	104	134	171	189	48	124	92	23	128	127	283	167	38	132	40	51	60	381	280	531
244	643	748	711	22	211	713	737	97	212	205	132	864	655	139	1251	98	1578	136	720	117
245	33	5	13	207	273	45	104	134	171	547	19	221	335	642	168	537	26	189	614	124
246	128	105	104	669	51	420	0	124	246	280	67	428	38	41	92	153	1106	39	134	9
247	277	209	38	104	68	48	714	273	213	790	62	512	541	237	60	651	214	189	263	218
248	104	48	64	124	92	38	273	127	23	51	711	244	669	68	27	547	168	184	280	26
249	406	68	237	92	1712	97	533	48	499	541	517	189	132	349	64	831	837	44	38	127
250	64	113	124	44	127	189	217	132	210	58	78	714	643	209	60	62	186	669	5	213
251	97	62	160	60	155	58	92	195	117	64	151	264	541	44	78	255	188	259	125	133
252	167	305	23	524	38	3	128	280	219	43	505	500	266	109	2180	67	259	383	1106	306
253	1005	964	1119	1130	1131	594	1004	294	1121	1115	1114	974	714	1126	44	868	603	1149	743	994
254	22	711	78	26	643	117	432	587	186	151	205	213	713	775	58	195	5	385	528	218
255	78	62	90	1475	195	150	151	210	255	113	93	120	208	714	217	209	58	216	1154	44
256	132	432	171	62	160	64	788	244	58	68	148	202	237	40	124	512	133	317	167	184
257	171	167	280	92	244	113	51	437	27	59	58	39	123	148	195	124	67	259	38	134
258	23	184	280	38	524	529	1106	256	509	317	383	68	151	945	97	381	326	283	113	171
259	160	619	1674	78	133	843	528	146	60	119	130	120	155	107	849	1202	319	72	630	202
260	244	48	128	259	264	246	124	132	189	336	23	148	432	117	195	123	62	255	40	164
261	619	119	762	591	60	1133	1000	783	189	564	160	113	555	1209	630	758	97	277	840	86
262	64	124	171	26	127	48	382	184	283	33	51	244	92	50	4	23	168	290	19	246
263	558	424	205	641	644	586	210	171	1308	625	207	62	97	1604	1230	678	1298	857	666	1617
264	45	134	608	381	40	585	321	46	648	44	33	708	82	116	26	632	37	1454	719	612
265	420	766	9	51	22	381	246	128	38	64	669	531	153	40	174	116	50	206	661	273
266	128	104	437	171	134	116	27	39	113	417	283	264	151	40	1106	259	189	504	59	124
267	729	690	171	1256	400	27	880	521	1324	1364	566	1685	571	69	1333	352	703	1408	58	657
268	104	38	184	3	524	68	128	51	317	167	48	831	134	244	23	790	509	259	788	533
269	48	420	23	321	113	134	1158	97	766	22	153	167	136	597	3	546	273	50	1466	770
270	189	22	5	50	4	10	116	390	335	331	48	558	9	19	537	535	609	32	92	218
271	273	124	44	62	189	790	22	669	264	866	195	58	243	244	69	350	67	125	4	145
272	113	127	22	148	151	86	68	406	116	186	541	78	514	133	738	128	26	202	432	647
273	38	134	128	3	305	64	352	23	246	315	790	127	22	733	0	113	541	26	244	40
274	41	127	385	44	92	792	48	669	1308	213	198	755	386	0	625	19	96	424	1210	51
275	1158	321	209	44	124	213	669	84	0	64	92	420	431	127	128	51	48	1115	9	22
276	104	48	167	92	244	40	124	264	437	132	51	27	23	221	164	38	381	22	246	44
277	1812	1735	1818	1736	974	1813	1734	2386	1819	1679	1119	2976	1817	1005	3006	1816	2839	3007	2298	2389
278	136	78	210	199	669	139	57	48	711	428	123	215	127	385	151	434	90	156	1545	719
279	170	206	199	177	183	723	559	420	600	631	1529	797	175	321	756	1517	174	1120	22	597
280	184	266	167	524	499	372	1488	280	831	306	535	284	275	383	365	509	2483	258	67	317
281	264	911	48	92	62	151	120	195	255	128	97	137	74	432	1118	895	202	433	125	146
282	113	132	189	160	62	97	64	432	38	538	133	202	128	148	126	195	151	104	27	124
283	64	273	643	26	864	127	740	512	641	603	717	202	733	840	619	586	1133	754	1341	605
284	51	1023	486	244	2011	104	669	128	167	559	259	23	428	177	366	1292	1064	275	383	1272
285	128	167	51	23	280	134	92	113	38	437	184	259	189	283	499	64	164	151	68	3
286	305	38	435	372	246	51	454	500	317	315	68	259	669	109	505	420	1927	2036	504	258
287	64	97	60	48	160	151	58	117	209	669	150	119	205	587	166	605	26	1018	22	90
288	209	246	44	714	546	48	743	127	1466	210	64	611	259	67	664	244	336	104	994	92
289	280	134	244	48	164	221	382	283	246	264	38	504	39	184	290	381	189	89	92	156
290	428	115	417	82	547	42	723	693	111	1106	1531	1098	865	167	1586	770	392	2041	321	12
291	132	64	113	743	48	51	62	217	244	209	60	714	26	127	128	184	22	662	92	23
292	509	67	1115	244	84	374	383	283	372	524	504	259	48	0	790	1118	1158	529	273	92
293	104	315	515	116	350	527	221	357	275	176	342	244	141	1289	51	815	260	20	769	373
294	104	69	919	541	317	873	48	897	3	454	733	338	877	931	127	311	268	515	124	519
295	603	294	44	273	64	22	277	1114	600	263	104	1119	662	1126	26	124	97	743	1115	594
296	40	246	259	22	515	64	381	189	171	50	177	290	766	38	97	420	535	0	113	243
297	44	531	831	517	50	64	189	97	68	22	40	4	124	15	38	132	60	5	949	26
298	246	134	23	420	766	38	3	48	321	167	128	315	67	524	559	68	259	499	486	546
299	64	199	669	44	139	78	755	92	587	57	26	386	5	105	205	123	23	203	9	183
300	189	134	20	350	64	534	259	499	1200	316	521	273	176	733	151	657	264	732	1181	541
301	647	537	738	793	104	1088	521	909	179	48	515	163	343	843	316	746	89	164	237	687
302	280	184	134	167	246	67	315	164	504	382	259	128	221	437	275	505	171	3	371	515
303	1450	1240	2300	1283	2712	1446	1449	3287	985	2231	1534	2347	1581	2701	1453	136	1451	1253	1158	1608
304	1808	1179	1813	1899	1734	1732	1735	1815	1149	1005	1505	2376	1141	1736	1741	760	2259	584	1570	294
305	499	92	541	290	113	97	3	184	831	127	352	1181	116	480	866	537	349	335	138	148
306	321	338	766	1240	661	1253	1283	9	718	1450	1195	121	960	136	1231	236	1449	662	47	170
307	124	22	206	189	84	132	92	642	213	183	184	210	175	486	78	145	381	0	547	515
308	132	124	64	78	44	264	23	60	432	58	195	68	376	209	123	434	90	145	433	122
309	40	4	729	32	34	381	1256	639	566	30	104	437	396	606	164	116	731	283	16	113
310	48	132	97	124	189	60	92	104	68	237	160	58	62	406	128	171	40	5	22	26
311	420	23	104	669	105	134	321	48	246	766	124	153	661	47	434	546	127	381	64	280
312	499	38	184	831	3	246	44	48	92	406	51	321	97	134	524	533	128	669	541	517
