id	top_0	top_1	top_2	top_3	top_4	top_5	top_6	top_7	top_8	top_9	top_10	top_11	top_12	top_13	top_14	top_15	top_16	top_17	top_18	top_19
23	104	547	184	5	124	64	171	382	26	221	381	40	167	315	176	38	290	283	19	437
24	132	189	97	68	104	277	62	155	38	86	287	512	929	40	619	5	184	134	217	605
25	729	89	400	1194	695	521	385	274	871	399	386	382	264	692	675	537	1364	895	1301	688
26	9	766	559	199	611	124	246	662	629	719	633	51	0	174	434	1158	64	1253	22	562
27	134	9	128	381	321	661	244	0	22	153	669	505	1106	662	1158	48	283	417	559	609
28	215	714	214	211	664	199	44	127	57	546	1018	213	1578	132	728	1285	48	2292	990	150
29	524	372	280	831	43	246	499	505	134	68	305	266	3	383	444	2180	1902	509	317	435
30	633	175	585	15	562	1236	851	183	600	755	1795	76	45	617	1516	696	1298	1631	1509	631
31	68	23	167	499	831	3	524	244	184	134	305	280	92	372	43	256	533	509	132	67
32	1158	209	1131	246	486	44	431	153	964	611	338	743	428	67	84	719	48	714	597	1582
33	13	116	547	729	171	89	19	84	1301	521	828	207	382	900	335	426	715	419	1210	4
34	723	153	411	134	199	414	770	321	661	109	547	23	0	648	2041	115	381	170	1761	392
35	64	184	669	92	128	259	755	177	171	134	206	15	547	642	1228	67	167	199	156	58
36	104	283	33	729	10	690	40	14	390	4	134	207	27	189	400	381	50	22	221	437
37	690	1256	396	557	27	1024	1359	576	164	283	1526	593	10	89	39	1338	116	1745	1528	1592
38	104	866	69	454	501	3	873	897	800	508	541	512	898	516	332	1135	869	881	243	287
39	99	6	1472	655	215	113	199	44	748	1468	845	1698	975	1071	216	1154	1080	528	615	728
40	104	134	4	263	128	305	132	184	790	381	50	167	113	171	40	788	733	273	435	283
41	643	641	217	214	754	189	758	277	775	737	975	112	1041	558	1075	587	615	1674	720	1241
42	352	866	4	231	880	3	69	305	862	937	332	800	733	273	501	908	68	932	790	508
43	44	64	10	682	209	632	207	612	46	189	390	97	596	1005	331	14	33	1046	213	50
44	400	690	803	396	1338	221	1681	674	1038	583	521	1364	1516	369	1644	871	392	1386	723	1596
45	2376	1505	1178	2382	1818	1899	2393	1217	2651	2383	2641	3006	1006	1977	2671	1732	3108	1134	1229	2298
46	51	244	420	1106	246	105	104	280	669	48	9	109	661	1528	124	381	134	321	259	428
47	64	33	60	151	390	575	608	62	567	45	163	843	590	711	335	755	1341	164	137	1256
48	97	44	127	78	92	217	51	246	714	669	546	128	376	259	432	186	26	743	167	209
49	517	406	831	499	3	545	519	178	1712	173	544	237	349	541	531	2056	267	2279	405	1244
50	499	517	68	531	837	349	38	4	949	184	3	406	541	885	533	524	1162	519	788	331
51	132	264	97	92	78	240	432	160	189	130	65	406	90	93	68	137	903	72	1712	1665
52	322	555	98	970	96	542	263	958	714	758	619	189	1190	242	119	1328	646	1258	381	529
53	633	766	22	183	177	1195	797	756	562	1001	13	723	547	696	1310	755	273	1448	45	642
54	48	104	23	51	124	44	9	113	127	381	40	26	246	64	669	134	123	171	27	0
55	116	515	315	171	164	221	40	470	317	168	509	273	335	283	437	305	124	529	669	242
56	949	340	517	349	499	831	885	1712	519	541	860	1887	1162	173	545	853	2056	3	532	113
57	113	586	119	160	603	666	48	678	740	741	218	40	19	273	23	622	720	842	755	600
58	9	661	669	662	726	124	23	64	611	26	1253	128	22	2	665	127	121	184	381	218
59	264	151	189	195	166	113	132	78	160	895	48	150	62	319	27	117	432	116	90	891
60	544	545	340	519	387	267	178	237	860	3	522	992	1524	1887	429	949	2241	993	872	1882
61	1310	1272	136	382	770	1528	792	171	153	128	1503	729	719	42	116	437	124	121	945	321
62	315	231	317	897	1135	732	800	305	4	919	263	445	516	908	372	68	3	932	363	877
63	132	113	97	48	60	189	4	541	44	788	406	128	40	50	317	124	837	86	171	184
64	92	151	895	195	150	97	117	189	123	128	23	68	167	90	669	27	160	713	205	437
65	4	50	22	64	44	237	92	273	40	189	531	38	127	517	15	3	541	352	5	60
66	420	105	153	719	669	199	0	9	428	559	766	23	770	1545	565	414	629	51	87	128
67	134	206	420	50	44	315	321	9	499	381	535	723	64	0	124	177	661	797	127	633
68	167	51	1106	453	383	306	23	258	246	355	67	337	1902	1096	312	520	2180	259	542	491
69	790	876	897	908	454	873	800	898	2215	881	937	880	516	869	445	372	877	889	932	733
70	104	68	38	541	406	237	788	4	48	64	92	733	132	134	860	44	519	273	69	305
71	23	38	116	167	113	27	51	381	3	437	68	40	283	92	132	124	246	244	50	305
72	605	86	1018	107	44	1075	740	1674	195	1101	647	125	1103	843	1655	1209	22	737	1000	514
73	420	321	766	23	184	128	661	486	134	1240	67	0	170	174	629	945	434	167	48	1106
74	34	1043	682	35	632	620	33	46	907	16	2283	2289	2193	608	1025	388	596	40	1867	783
75	184	48	499	23	831	280	132	315	92	305	113	97	256	517	531	515	67	505	372	116
76	352	866	908	305	501	800	184	919	372	897	898	881	515	134	332	880	4	915	889	1135
77	134	539	412	535	381	723	33	400	608	45	1311	361	645	648	260	639	1520	50	690	1194
78	104	3	68	406	38	48	113	92	533	128	134	23	541	51	1712	167	132	27	831	97
79	92	40	189	124	132	167	10	104	38	134	151	44	264	437	33	381	280	39	4	26
80	559	669	1231	1466	136	44	1092	1158	1237	743	206	994	338	718	661	1283	124	51	213	236
81	48	92	322	246	60	280	155	68	437	137	64	156	251	202	124	1058	283	86	133	148
82	64	237	1691	541	788	939	132	113	359	124	651	932	860	531	862	189	5	184	919	1846
83	64	97	113	189	62	22	160	669	78	26	210	213	128	643	277	743	51	38	246	1018
84	68	406	519	541	38	517	178	831	949	499	872	544	1157	1935	524	860	545	387	1712	429
85	10	390	8	25	4	33	9	1046	50	682	46	609	612	608	40	632	16	2203	37	32
86	497	643	78	60	1018	64	546	1092	62	528	714	1226	189	160	119	775	767	646	214	1041
87	104	174	105	199	246	128	559	661	124	770	22	565	9	134	633	273	206	67	244	1348
88	104	127	44	124	68	97	64	184	22	669	113	132	189	92	5	51	499	237	217	84
89	104	132	259	264	246	145	244	195	148	290	113	432	97	128	343	78	272	117	326	255
90	766	183	199	1298	206	770	22	797	104	565	13	392	756	1310	1529	170	631	273	865	1292
91	33	60	25	44	1691	64	35	1846	939	541	1076	1523	632	26	935	273	2203	124	1054	22
92	132	155	195	762	64	630	643	646	1018	117	124	133	217	187	564	1133	783	205	127	1715
93	1005	1808	1810	1179	1811	1114	1130	974	1812	868	1111	594	209	603	1570	1000	1004	1131	1505	1732
94	244	104	246	259	145	171	134	60	280	64	184	432	195	40	44	38	127	68	160	326
95	104	167	171	280	124	113	27	127	38	381	26	669	246	283	264	189	420	547	97	1528
96	1450	665	1240	1448	1253	766	960	1454	1491	1158	1511	1503	2040	111	174	199	1619	1534	1549	1582
97	104	124	22	113	189	44	127	97	92	273	171	15	132	84	5	26	116	38	60	51
98	104	499	531	173	524	949	519	1105	349	178	885	544	2091	1157	429	1613	340	317	134	40
99	113	189	97	132	78	62	151	264	195	117	210	148	217	432	171	90	166	643	895	126
100	195	60	117	78	605	843	150	148	124	133	92	895	163	630	264	151	186	146	1184	130
101	104	38	273	788	50	231	766	541	454	790	64	199	69	669	44	1348	246	732	908	263
102	60	58	202	432	264	843	64	126	564	319	137	762	44	48	1184	188	1145	124	555	1063
103	788	38	919	873	454	876	908	800	69	305	445	866	516	315	3	68	508	372	732	1387
104	97	127	217	113	78	62	210	209	643	199	546	92	664	434	211	136	60	1018	189	160
105	417	381	420	414	9	723	729	174	369	171	1106	26	803	221	5	238	45	437	1256	1194
106	559	136	199	338	121	1237	1253	629	1675	434	1963	560	1847	1283	839	1466	1451	486	159	1730
107	499	97	831	237	44	189	64	349	531	949	132	124	22	885	127	92	84	1005	283	209
108	22	608	5	612	596	558	46	206	726	585	207	642	719	682	426	19	37	2	424	1046
109	97	48	92	132	885	533	406	1712	255	340	317	949	837	38	246	524	128	189	151	293
110	280	437	51	23	1528	417	134	504	104	156	39	116	27	109	151	381	505	221	529	67
111	9	1158	1126	1283	1253	632	321	629	726	46	44	420	1540	964	1195	1121	661	585	17	611
112	949	349	533	837	387	517	532	60	999	885	831	293	1162	92	697	1678	202	1887	173	2056
113	37	10	609	34	50	35	32	16	25	1076	1045	389	741	1020	1531	2223	44	923	2183	1086
114	237	406	349	97	837	541	885	132	544	532	1162	831	92	44	189	1005	60	1813	64	387
115	68	277	104	541	38	273	64	132	60	733	860	406	4	113	327	936	97	124	127	993
116	44	754	124	641	214	26	840	217	211	1004	737	1259	1119	1037	112	783	237	676	205	1722
117	127	60	78	385	186	217	264	171	669	587	205	646	23	586	40	117	1109	748	246	156
118	923	32	1314	389	25	16	1020	8	1086	632	1035	35	2183	46	207	1054	1076	1045	608	788
119	51	669	246	321	559	1158	97	84	420	92	336	213	184	743	38	64	206	217	68	662
120	990	754	714	97	44	758	98	555	217	591	189	155	641	124	748	1259	113	86	702	605
121	132	97	113	62	78	160	92	117	58	264	210	432	186	155	148	125	214	150	1018	528
122	273	1558	799	501	1387	199	1649	861	1233	1251	565	38	829	213	755	385	1557	790	151	135
123	167	104	51	280	128	305	244	246	417	38	383	1106	134	372	504	48	1528	256	39	435
124	669	97	48	127	434	92	44	124	209	246	546	714	51	213	128	23	62	1466	1712	38
125	134	417	109	420	104	381	505	153	382	9	321	174	1106	726	723	1522	2	26	23	1488
126	97	113	406	44	244	349	151	58	517	546	524	264	78	3	885	519	272	432	545	1232
127	719	199	585	1631	1015	64	14	721	44	45	726	851	76	153	655	420	1875	723	2	9
128	78	151	336	433	97	122	195	264	214	434	222	120	92	150	127	324	348	1107	124	1919
129	1475	714	217	92	199	711	160	1018	748	60	195	646	669	713	86	208	839	767	975	775
130	51	542	958	67	365	1488	258	381	284	366	945	276	132	504	2483	383	97	156	48	124
131	13	614	273	104	184	15	22	116	537	177	642	1210	815	352	797	1301	741	1176	715	221
132	280	85	283	92	788	171	51	68	164	273	444	244	504	454	908	509	41	264	465	1194
133	189	160	97	58	432	605	148	125	68	264	843	1145	541	349	78	119	630	64	150	137
134	38	4	184	866	273	315	68	919	3	512	454	876	932	881	243	877	898	869	1691	1135
135	22	381	600	797	535	608	798	10	7	756	177	168	104	743	15	539	390	994	424	283
136	264	132	104	27	128	69	64	68	437	3	97	501	512	417	263	148	124	4	908	85
137	246	48	546	23	486	559	184	97	258	321	795	44	420	132	1456	256	127	611	136	524
138	22	217	97	758	1241	797	132	15	1005	192	1018	1158	19	990	1270	60	113	177	748	669
139	321	104	559	766	1450	629	723	1449	1195	726	1253	1240	1278	9	1158	153	719	246	1231	134
140	321	420	246	51	44	559	9	669	124	128	662	64	23	766	0	153	134	661	1158	174
141	51	244	134	23	40	68	315	515	64	113	381	317	50	92	22	499	280	189	669	67
142	48	171	305	4	264	64	128	733	23	151	167	280	60	246	51	541	124	435	919	1194
143	113	38	189	48	60	97	64	92	44	733	541	4	124	134	237	62	184	58	127	512
144	184	38	4	733	273	454	231	243	866	263	332	305	732	218	50	800	1150	1135	287	435
145	9	26	22	321	662	199	14	1158	134	608	723	128	213	600	1098	611	23	633	411	770
146	132	97	264	189	62	124	432	171	166	128	319	433	51	110	74	259	27	163	903	59
147	895	166	150	386	124	528	646	62	119	6	319	133	171	656	849	975	713	132	840	641
148	104	68	132	336	145	92	127	167	434	124	497	317	343	258	831	533	714	194	229	515
149	184	273	435	420	280	669	116	174	499	9	68	5	67	417	168	383	321	661	259	515
150	189	733	116	283	97	26	437	376	769	173	531	109	896	15	808	86	690	315	396	418
151	104	189	132	515	97	116	243	335	290	537	22	184	44	113	331	740	909	60	124	273
152	352	1162	4	1157	1887	932	812	522	340	237	1150	2323	231	541	50	515	517	406	657	508
153	104	38	134	788	305	790	3	541	263	515	218	919	69	50	350	876	512	732	44	246
154	534	171	13	22	89	657	729	40	900	547	396	164	335	290	521	814	400	175	15	221
155	27	3	396	171	382	1359	481	639	567	38	164	1366	116	435	280	91	128	1407	1106	1408
156	22	755	711	633	62	676	132	382	113	669	75	177	814	210	642	769	587	1185	175	168
157	9	1158	321	609	726	8	629	585	414	1253	153	1195	723	559	338	1126	45	14	1450	719
158	184	231	866	733	305	790	800	454	69	937	908	919	732	515	1691	350	435	932	941	317
159	68	38	64	406	44	92	124	48	134	531	127	128	533	831	22	541	499	23	97	517
160	23	174	669	67	104	661	0	766	275	1651	1730	259	9	170	795	1545	355	87	434	529
161	104	132	60	4	97	64	3	134	733	1712	160	148	86	44	517	69	195	352	387	860
162	432	375	86	993	775	1118	1162	117	237	58	936	38	1172	322	268	2259	146	144	555	788
163	719	420	2	414	9	723	134	199	82	115	585	321	14	174	12	1531	1847	417	425	1761
164	1004	600	603	1005	611	1119	758	1474	615	948	77	1001	212	1000	1110	206	646	989	96	961
165	376	40	1118	141	603	221	538	33	10	515	167	64	5	743	246	740	470	1014	206	218
166	1712	68	104	519	267	831	92	480	541	387	544	173	48	2058	1244	349	463	85	1613	1524
167	104	22	64	127	113	132	97	48	5	116	128	60	171	92	184	38	244	168	23	217
168	124	97	104	116	434	244	711	175	755	183	661	611	168	597	547	662	174	1158	139	1228
169	124	38	132	434	662	51	213	237	1158	338	128	60	277	559	0	189	541	546	218	406
170	104	51	244	23	499	184	259	128	67	48	167	831	44	795	43	0	486	127	434	524
171	559	766	199	321	420	1195	633	669	1158	206	597	770	661	629	9	565	203	1450	1253	486
172	1231	1237	2232	236	104	0	70	127	719	48	662	209	499	2233	124	861	2577	184	1494	213
173	160	124	44	60	195	127	528	714	150	214	48	605	619	1018	86	209	646	125	843	711
174	51	244	116	40	105	39	221	67	390	38	437	259	642	41	504	18	10	382	206	174
175	1176	13	1210	735	727	273	642	1038	1303	183	772	792	15	742	19	701	577	399	563	423
176	44	124	22	714	611	62	669	994	48	1018	51	213	758	9	376	646	128	246	1241	664
177	22	26	612	596	2	424	207	385	558	37	741	682	426	96	719	1046	203	2350	10	633
178	646	754	643	644	641	840	856	96	211	586	1724	619	678	119	847	385	1000	62	1003	642
179	524	372	1244	23	67	669	167	509	2214	444	533	246	173	1986	305	48	259	415	280	517
180	713	1228	792	642	587	1313	385	84	614	1308	715	1018	601	145	1251	1301	139	44	116	446
181	290	184	537	350	499	221	51	20	1200	521	259	317	176	657	168	524	145	793	92	470
182	420	669	199	321	0	51	128	246	1158	273	124	338	174	9	23	38	105	153	22	434
183	124	26	9	390	44	64	186	46	123	22	113	587	127	609	385	205	386	60	424	642
184	195	132	58	97	264	151	120	432	843	775	605	895	319	130	155	1145	137	133	126	903
185	50	218	923	733	515	1691	26	741	317	60	68	33	531	390	1150	609	45	287	541	381
186	280	372	437	435	1106	23	256	306	1526	337	228	184	1096	219	283	43	1902	365	2438	2180
187	68	104	277	733	327	352	69	184	936	876	860	311	501	788	897	237	873	898	64	869
188	48	92	68	132	113	406	97	317	264	541	151	85	244	237	171	189	533	51	58	23
189	124	273	22	213	431	127	600	9	97	486	374	1466	26	259	167	177	67	64	594	321
190	822	866	638	1399	788	352	793	2265	810	811	2235	1135	179	668	618	812	181	1690	508	446
191	48	117	58	125	843	240	605	156	123	514	246	1058	40	210	110	217	376	38	144	188
192	766	420	559	184	206	170	1283	29	629	44	174	1240	726	743	1001	1231	1278	0	1497	539
193	521	690	729	1194	4	104	657	537	335	221	164	290	793	396	50	862	179	638	352	534
194	132	60	619	160	605	1018	364	740	646	51	896	783	767	555	970	10	283	599	748	586
195	51	48	23	184	244	68	167	669	524	92	97	134	3	44	113	43	315	509	127	132
196	51	128	23	244	48	280	246	124	134	38	92	184	283	171	64	259	116	67	127	68
197	132	5	171	97	385	642	755	195	33	514	386	50	126	123	895	104	714	277	646	10
198	264	195	117	166	62	137	895	58	48	125	319	437	123	1058	110	133	27	59	146	163
199	880	1691	788	881	134	937	733	332	104	50	915	870	923	38	69	875	2237	800	935	3
200	1194	382	184	116	400	437	803	524	444	315	417	517	305	173	828	372	1256	283	505	171
201	264	126	189	910	116	164	104	58	38	1118	900	335	124	84	137	575	27	167	290	138
202	437	39	704	439	27	593	917	498	305	518	465	1599	383	1368	244	264	1528	417	38	23
203	151	92	264	58	189	171	97	90	128	385	319	843	5	133	528	1145	244	57	669	713
204	743	199	321	535	420	1494	1240	434	546	960	994	170	246	2232	661	29	998	338	104	209
205	113	189	60	97	277	64	104	733	512	1005	38	62	124	22	273	263	202	790	68	740
206	406	68	97	340	533	349	86	92	837	189	541	517	132	993	519	44	949	885	60	831
207	669	44	244	67	64	97	0	434	217	559	790	167	321	132	22	1131	431	210	218	105
208	352	501	788	880	69	919	908	800	881	231	937	876	38	915	897	870	332	790	104	454
209	117	130	137	120	1482	1665	849	1202	895	78	163	90	133	148	62	432	157	2780	1184	1889
210	340	1812	1813	993	1808	1114	533	1810	885	1817	1005	1811	949	860	1162	2063	68	837	532	237
211	48	51	264	244	171	711	246	78	124	127	104	669	92	290	64	195	132	164	168	59
212	171	104	134	221	729	164	690	89	400	521	22	113	1194	396	290	534	382	335	5	148
213	499	1200	243	335	537	221	1150	788	237	4	352	522	534	657	179	287	831	862	815	1181
214	113	132	64	189	97	124	160	48	127	92	68	528	151	217	22	58	264	86	714	78
215	13	183	565	15	399	711	206	623	642	171	537	385	1666	756	1529	723	84	1346	797	688
216	104	44	48	132	189	97	237	38	124	92	127	60	406	541	134	184	531	22	50	499
217	104	69	501	866	876	38	3	790	873	4	541	184	898	454	305	516	327	508	932	134
218	104	273	184	68	4	134	231	790	315	541	866	22	305	733	317	64	732	350	406	69
219	499	128	48	38	134	259	524	831	132	97	67	280	515	43	124	113	64	509	317	669
220	894	917	264	1967	921	325	242	255	328	128	910	465	1687	259	51	523	226	1273	2099	137
221	44	132	48	92	189	127	38	406	541	349	128	533	831	62	50	23	22	209	5	86
222	189	567	895	64	58	117	74	521	273	22	1256	33	808	590	731	91	738	1091	274	400
223	116	167	381	5	128	283	171	124	505	38	50	3	246	127	189	113	524	176	437	27
224	104	315	43	167	499	276	38	2133	280	457	365	226	266	357	2474	505	258	1011	2491	815
225	124	711	385	792	22	186	127	139	200	64	587	386	44	26	205	273	642	203	713	57
226	104	38	788	352	515	68	4	273	305	263	350	243	277	231	237	541	512	132	218	524
227	237	541	949	533	349	993	517	831	519	837	3	97	544	38	132	524	531	173	92	178
228	132	949	38	3	517	406	541	283	23	322	134	531	305	429	51	178	173	43	184	470
229	124	64	104	669	128	92	167	134	662	5	420	246	84	217	60	546	41	434	184	3
230	273	1115	1158	1005	15	64	600	431	603	1149	715	594	1131	994	128	7	1111	9	38	51
231	104	515	290	221	206	815	527	22	537	141	177	797	13	5	343	534	51	168	316	273
232	9	608	153	1531	726	609	417	612	381	37	26	420	1761	40	12	25	113	124	17	596
233	128	51	48	104	124	280	244	38	123	105	64	92	246	171	39	437	27	26	151	134
234	535	1120	22	994	662	29	220	124	170	1651	1247	617	1457	1344	539	603	1987	96	1520	51
235	44	104	26	128	22	48	669	113	23	38	92	9	246	273	244	662	743	714	68	96
236	104	116	113	1181	50	134	48	164	290	92	60	521	221	132	335	237	534	729	400	514
237	105	87	1730	111	1394	23	167	420	51	1633	54	1064	1528	1098	1628	143	2030	1070	1586	280
238	104	51	167	244	280	246	128	259	116	1106	417	109	504	381	171	283	38	383	529	669
239	113	209	62	60	662	748	48	92	26	213	199	211	210	1018	5	96	646	434	528	277
240	714	209	44	64	669	246	127	214	51	113	434	1018	48	376	189	210	136	1241	259	60
241	189	97	160	40	62	48	184	155	145	116	151	514	58	217	50	134	243	4	246	315
242	221	104	290	335	537	22	177	184	614	534	15	797	382	381	20	315	7	19	515	164
243	104	134	189	171	124	48	92	23	128	132	127	60	38	283	51	167	151	40	381	531
244	748	643	22	711	211	97	737	713	212	132	205	655	139	1251	864	98	117	1578	597	92
245	33	273	5	13	104	45	207	134	547	19	642	221	171	335	168	537	124	26	189	44
246	128	105	51	104	669	0	420	38	124	280	246	428	67	92	41	9	1106	127	123	153
247	277	209	38	68	104	714	273	48	790	62	60	213	651	512	541	214	189	237	210	1005
248	104	48	124	64	38	92	273	127	23	51	68	711	27	168	669	244	184	26	78	547
249	68	406	97	1712	237	92	533	499	48	541	517	349	189	132	837	831	340	885	127	38
250	113	64	124	127	44	189	132	210	217	60	714	58	62	78	209	643	68	186	669	86
251	97	62	60	160	155	58	195	92	151	117	264	44	64	78	255	541	188	259	127	125
252	305	167	23	38	524	3	128	280	505	43	109	219	500	2180	1106	266	383	306	417	259
253	1005	964	1119	1130	594	1131	1004	1115	1114	1121	974	294	714	44	868	603	1126	1149	124	743
254	22	78	711	26	151	117	643	186	587	432	775	213	205	195	58	385	646	218	713	5
255	78	62	1475	150	151	90	195	210	113	255	93	209	714	217	208	216	120	58	1472	44
256	132	62	432	171	68	160	64	788	148	124	86	512	244	44	58	202	317	167	116	184
257	171	167	280	92	437	51	113	244	59	27	123	148	195	58	39	38	124	895	259	134
258	23	184	280	38	256	524	529	1106	68	151	509	97	383	317	381	945	326	515	283	113
259	160	60	619	843	1674	78	146	133	528	130	155	107	119	120	319	72	202	1198	630	1202
260	244	48	128	264	259	246	132	124	189	148	23	123	336	195	62	117	164	432	40	437
261	619	60	119	591	762	1133	1000	783	189	564	113	160	1209	86	630	840	555	97	758	277
262	64	124	171	26	127	382	184	48	283	50	51	33	168	151	19	62	92	264	4	206
263	424	558	205	586	641	210	644	171	62	1308	97	678	207	1604	857	1298	666	1230	625	57
264	45	134	608	381	585	40	321	46	648	44	116	417	661	719	82	632	26	612	708	33
265	420	9	766	22	51	381	38	128	50	64	531	669	116	246	661	174	153	273	40	206
266	128	437	104	134	171	151	27	116	417	39	113	264	283	1106	40	189	259	59	132	504
267	729	690	171	1256	400	27	521	880	1324	1364	703	566	1685	1408	1333	571	657	69	352	113
268	104	38	184	68	3	524	128	51	831	167	317	134	48	790	23	244	533	509	259	515
269	48	420	23	321	113	134	97	1158	22	167	766	153	50	597	1466	3	629	565	136	546
270	189	22	5	50	10	4	390	116	331	9	335	48	19	558	151	537	609	535	8	148
271	273	124	62	44	189	790	22	669	264	243	195	69	350	58	125	866	244	57	733	4
272	113	127	151	148	22	68	86	116	186	514	406	78	541	10	133	26	128	202	647	1145
273	38	134	128	305	3	352	64	23	315	790	246	127	22	733	0	132	113	541	26	40
274	127	41	385	792	44	92	669	48	1308	213	755	0	424	198	386	139	19	186	51	96
275	1158	321	209	44	124	213	669	84	0	127	64	128	92	420	431	9	22	51	1115	273
276	104	48	132	167	264	124	437	51	92	27	23	151	40	244	38	164	221	381	22	60
277	1812	1735	974	1813	1734	1736	1818	2386	1119	1005	1819	1817	2976	1679	3006	2298	1816	3007	2671	2389
278	78	136	210	199	669	139	57	151	123	48	127	215	385	428	90	711	1545	434	1109	839
279	199	170	206	177	1529	723	797	559	631	183	420	600	175	321	756	597	22	1517	174	1120
280	184	266	167	524	372	1488	499	280	306	831	284	535	383	365	2474	417	275	509	2483	258
281	264	911	151	62	48	92	195	128	97	120	255	137	895	1118	74	432	202	433	125	146
282	132	113	189	62	97	160	38	432	151	64	538	148	202	195	133	128	27	86	124	104
283	64	273	127	26	643	740	864	512	641	717	586	733	603	840	619	202	754	1133	605	155
284	51	486	1023	244	669	104	128	2011	167	559	23	259	428	1272	383	1064	366	177	529	1292
285	128	51	167	23	134	280	92	38	113	437	151	68	189	184	259	283	164	132	64	97
286	305	38	435	372	51	246	454	315	317	500	68	259	109	669	505	515	733	258	504	420
287	64	97	60	151	48	160	58	117	150	209	669	166	205	587	1018	26	86	90	775	22
288	209	246	44	714	127	546	1466	48	743	210	611	64	259	67	244	664	336	62	104	92
289	280	134	164	221	244	283	382	48	264	246	38	504	381	184	39	189	396	305	417	151
290	428	417	115	82	42	547	12	723	1106	1531	111	693	1098	123	865	199	167	14	2041	45
291	132	64	113	62	51	60	743	217	48	209	714	127	26	128	22	244	184	662	38	23
292	509	1115	67	244	84	383	374	283	372	0	48	524	273	504	790	1158	259	1118	92	529
293	315	104	515	350	116	527	357	221	275	176	141	1289	342	815	51	244	260	373	769	335
294	104	919	69	541	873	317	897	48	3	733	454	338	877	931	127	311	515	124	1168	268
295	603	294	44	273	64	22	277	1114	1126	1119	124	263	104	662	600	26	97	132	594	1115
296	40	246	22	259	515	64	381	50	189	38	766	171	97	535	0	177	420	531	290	113
297	531	44	831	50	68	517	64	97	189	22	40	949	60	132	15	4	124	38	406	14
298	246	134	23	38	766	420	3	315	167	48	68	128	321	524	67	559	259	486	499	256
299	64	199	669	44	139	755	78	57	92	26	587	386	5	9	105	123	23	216	719	203
300	189	134	350	534	151	20	64	1200	259	657	521	499	273	733	316	176	264	1181	732	231
301	647	537	738	793	104	909	521	1088	515	179	163	343	843	48	746	316	89	164	319	687
302	184	280	134	315	167	164	246	67	504	259	382	128	221	437	505	275	171	357	3	515
303	1450	1240	2300	1283	2712	1449	1446	1534	3287	1581	2347	2701	2231	985	1453	1451	136	1253	1158	1608
304	1808	1179	1813	1734	1899	1732	1735	1815	2376	1005	1149	1141	1505	1741	1570	760	1736	1178	2259	1121
305	499	92	541	113	290	97	127	831	352	1181	3	184	349	116	148	480	537	335	15	866
306	321	1240	661	338	766	1283	1253	9	121	718	1450	1195	1449	960	236	1231	136	662	47	170
307	124	22	206	189	132	84	92	642	213	210	183	184	175	78	381	486	0	264	145	38
308	132	124	64	44	78	264	60	23	68	58	195	432	123	209	150	376	434	90	22	148
309	4	40	729	381	34	32	639	437	104	396	30	1256	566	164	116	606	283	731	2141	113
310	132	60	97	48	124	189	68	92	104	237	62	58	160	128	406	22	26	171	78	5
311	23	420	104	669	105	766	134	321	48	661	124	246	153	47	127	434	546	719	199	381
312	499	38	184	831	3	44	246	51	48	97	406	321	92	533	134	524	128	669	349	541
